Question,Expected Source,Ground Truth,Response,Actual Sources,Content URI,Precision,Recall,Reranker Score,F1 Score
When was the University of North Carolina at Chapel Hill chartered?,University of North Carolina at Chapel Hill,"The University of North Carolina was chartered by the North Carolina General Assembly on December 11, 1789; its cornerstone was laid on October 12, 1793, at Chapel Hill, chosen because of its central location within the state.","The University of North Carolina at Chapel Hill was chartered on December 11, 1789, by the North Carolina General Assembly. The cornerstone for the university was laid on October 12, 1793, at Chapel Hill, which was chosen for its central location within the state. This makes it one of the oldest public universities in the United States and the only such institution to confer degrees in the eighteenth century as a public institution [1][2][3][4].",['University of North Carolina at Chapel Hill'],[None],1.0,1.0,1.0,1.0
What year was the cornerstone laid at UNC?,University of North Carolina at Chapel Hill,"The University of North Carolina was chartered by the North Carolina General Assembly on December 11, 1789; its cornerstone was laid on October 12, 1793, at Chapel Hill, chosen because of its central location within the state.","The cornerstone of the University of North Carolina at Chapel Hill was laid on October 12, 1793. This event marked the beginning of construction for the university, which was chartered by the North Carolina General Assembly on December 11, 1789. The location of Chapel Hill was chosen for its central position within the state, making it accessible to a broader population [1]. The university is notable for being one of the oldest public universities in the United States and the only one to confer degrees in the eighteenth century as a public institution [1].

The University of North Carolina at Chapel Hill has a rich history that includes significant milestones and events. For instance, the university played a role in the civil rights movement, with the Speaker Ban Law being struck down on February 20, 1968. Additionally, in 1969, campus food workers went on strike to protest racial injustices, leading to a significant response from the university and the broader community [1].

The university's history is also marked by controversies, such as the presence of the ""Silent Sam"" statue, a Confederate soldier statue that was toppled by a crowd in 2018. The pedestal of the statue was ordered removed by Chancellor Carol Folt, who also resigned in the same letter [1].

The University of North Carolina at Chapel Hill continues to be a prominent institution, known for its academic excellence and historical significance. The university's legacy is shaped by its early establishment, its role in the civil rights movement, and its ongoing efforts to address and rectify historical injustices.","['University of Michigan', 'University of North Carolina at Chapel Hill']",[None],0.5,1.0,0.5,0.6666666666666666
"What is the name of the private Ivy League research university in Philadelphia, Pennsylvania, United States?",University of Pennsylvania,"""The University of Pennsylvania (Penn[note 3] or UPenn[note 4]) is a private Ivy League research university in Philadelphia, Pennsylvania, United States.","The University of Pennsylvania, commonly referred to as Penn or UPenn, is the private Ivy League research university located in Philadelphia, Pennsylvania, United States. Founded in 1755 through the efforts of Benjamin Franklin, Penn is one of the nine colonial colleges and has a rich history of academic excellence and innovation. The university is renowned for its contributions to various fields, including academia, commerce, and public service. Its main campus is situated in the University City neighborhood of West Philadelphia, centered around College Hall. The campus features notable landmarks such as Houston Hall, the first modern student union, and Franklin Field, the nation's first dual-level college football stadium and the longest-standing NCAA Division I college football stadium in continuous operation. The university's athletics program, the Penn Quakers, competes in 33 sports as a member of the Ivy League conference.

The University of Pennsylvania is also recognized for its significant research expenditures and substantial endowment, which contribute to its status as one of the leading institutions in the United States. As of 2024, Penn's endowment was $22.3 billion, making it the sixth-wealthiest private academic institution in the nation. This financial strength supports the university's extensive research initiatives and academic programs, further solidifying its position as a premier educational institution.

The University of Pennsylvania's influence extends beyond its campus, with alumni and faculty members making significant contributions to various fields. The university's commitment to training leaders in academia, commerce, and public service aligns with its founding principles, ensuring that it continues to be a beacon of intellectual and societal progress. The university's dedication to research and innovation is evident in its ranking among U.S. universities in research expenditures, highlighting its role as a key player in the academic and research landscape.

Would you like to know more about the University of Pennsylvania, such as its academic programs, research initiatives, or notable alumni?","['University of Pennsylvania', 'Princeton University', 'Harvard University']",[None],0.3333333333333333,1.0,1.0,0.5
How many undergraduate schools does the University of Pennsylvania have?,University of Pennsylvania,The university has four undergraduate schools and 12 graduate and professional schools.,"The University of Pennsylvania has four undergraduate schools. These include the College of Arts and Sciences, the School of Engineering and Applied Science, the Wharton School, and the School of Nursing [1].",['University of Pennsylvania'],[None],1.0,1.0,1.0,1.0
Who is the first professor of the law school at Penn?,University of Pennsylvania,"Among its graduate schools are its law school, whose first professor, James Wilson, helped write the U.S. Constitution; and its medical school, the first in North America.","The first professor of the law school at the University of Pennsylvania was **James Wilson**. Wilson played a significant role in the early development of American legal education and was also one of the Founding Fathers of the United States. He contributed to the drafting of the U.S. Constitution, highlighting his dual impact on both legal education and the foundational principles of the nation [1].",['University of Pennsylvania'],[None],1.0,1.0,1.0,1.0
What was the first dual-level college football stadium in the nation?,University of Pennsylvania,"Campus landmarks include Houston Hall, the first modern student union; and Franklin Field, the nation's first dual-level college football stadium and the nation's longest-standing NCAA Division I college football stadium in continuous operation.","The first dual-level college football stadium in the nation is **Franklin Field**. This stadium, located at the University of Pennsylvania, holds a significant place in the history of college football infrastructure. It is not only the first of its kind but also the longest-standing NCAA Division I college football stadium in continuous operation [1]. Franklin Field's dual-level design was a pioneering innovation in stadium architecture, setting a precedent for future college football venues across the country.",['University of Pennsylvania'],[None],1.0,1.0,1.0,1.0
What was the first dual-level college football stadium in continuous operation?,University of Pennsylvania,"Campus landmarks include Houston Hall, the first modern student union; and Franklin Field, the nation's first dual-level college football stadium and the nation's longest-standing NCAA Division I college football stadium in continuous operation.","The first dual-level college football stadium in continuous operation is **Franklin Field**. This stadium, located at the University of Pennsylvania, holds a significant place in the history of college football. It was the nation's first dual-level college football stadium and has been in continuous operation since its establishment. Franklin Field is not only a landmark for the university but also a testament to the enduring legacy of college football in the United States [1].",['University of Pennsylvania'],[None],1.0,1.0,1.0,1.0
What was the first dual-level college football stadium in North America?,University of Pennsylvania,"Campus landmarks include Houston Hall, the first modern student union; and Franklin Field, the nation's first dual-level college football stadium and the nation's longest-standing NCAA Division I college football stadium in continuous operation.","The first dual-level college football stadium in North America is **Franklin Field**. This stadium, located at the University of Pennsylvania, holds a significant place in the history of college football infrastructure. It was the first of its kind to feature a dual-level design, which allowed for increased seating capacity and enhanced spectator experience. Additionally, Franklin Field is notable for being the longest-standing NCAA Division I college football stadium in continuous operation [1]. This dual-level design set a precedent for future stadium constructions, influencing the development of modern sports facilities across the continent.",['University of Pennsylvania'],[None],1.0,1.0,1.0,1.0
"What is the name of the private Ivy League research university in Princeton, New Jersey?",Princeton University,"""Princeton University is a private Ivy League research university in Princeton, New Jersey, United States.","The private Ivy League research university in Princeton, New Jersey, is **Princeton University**. Founded in 1746, Princeton is the fourth-oldest institution of higher education in the United States and one of the nine colonial colleges chartered before the American Revolution. The institution moved to Newark in 1747 and then to its current campus in Princeton nine years later. It officially became a university in 1896 and was subsequently renamed Princeton University [1].

Princeton University is governed by the Trustees of Princeton University and has an endowment of $37.7 billion, the largest endowment per student in the United States. The university provides undergraduate and graduate instruction in the humanities, social sciences, natural sciences, and engineering to approximately 8,500 students on its main campus spanning 600 acres within the borough of Princeton. It offers postgraduate degrees through various schools, including the Princeton School of Public and International Affairs, the School of Engineering and Applied Science, the School of Architecture, and the Bendheim Center for Finance [1].

Princeton uses a residential college system and is known for its eating clubs for juniors and seniors. The university has over 500 student organizations and embraces a wide variety of traditions. Princeton is an NCAA Division I school and competes in the Ivy League. The school's athletic team, the Princeton Tigers, has won the most titles in its conference and has sent many students and alumni to the Olympics [1].

The university's history is rich with significant milestones and contributions to academia and society. The founders of Princeton, who were Presbyterians, decided on New Jersey as the location for the college, as there was no institution between Yale College in New Haven, Connecticut, and the College of William & Mary in Williamsburg, Virginia. The charter for the College of New Jersey was granted on October 22, 1746, by the acting governor, John Hamilton [1].

In summary, Princeton University stands as a beacon of academic excellence and historical significance, offering a comprehensive educational experience to its students. Its rich history, extensive endowment, and diverse academic programs make it a leading institution in higher education. If you are interested in learning more about Princeton University, you might want to explore its academic programs, research initiatives, or student life.","['University of Pennsylvania', 'Princeton University', 'Harvard University']",[None],0.3333333333333333,1.0,0.5,0.5
When was the College of New Jersey founded?,Princeton University,"Founded in 1746 in Elizabeth as the College of New Jersey, Princeton is the fourth-oldest institution of higher education in the United States and one of the nine colonial colleges chartered before the American Revolution.","The College of New Jersey, which later became Princeton University, was founded on October 22, 1746. The institution was established by a group of New Light Presbyterians who were dissatisfied with the educational options available at the time, particularly the limited instruction at the Log College and the opposition to the Great Awakening from institutions like Harvard and Yale. The founders sought to create a new college that would offer a more expansive curriculum and cater to a broader range of professions beyond ministerial work. The initial charter for the College of New Jersey was granted by the acting governor of New Jersey, John Hamilton, marking the official founding of the institution [1][2][3][4].",['Princeton University'],[None],1.0,1.0,1.0,1.0
When was the academic programme of IIT Guwahati established?,IIT Guwahati,The academic programme of IIT Guwahati commenced in 1995.,"The academic programme of IIT Guwahati commenced in 1995 [1][2]. This institution, the sixth member of the IIT fraternity, was established in 1994 and has since grown to include eleven departments and five inter-disciplinary academic centres, covering a wide range of engineering, science, and humanities disciplines [1]. The campus, located on the north bank of the river Brahmaputra, provides an ideal setting for learning, with state-of-the-art infrastructure and scientific instruments [2].

The institute has achieved significant recognition, including being ranked among the top 100 world universities under 50 years of age by Times Higher Education in 2014 and maintaining a superior position in various international rankings [2]. IIT Guwahati has also been ranked 7th among the best engineering institutions in India by the National Institutional Ranking Framework (NIRF) in 2023 [2]. Additionally, it has been recognized for its contributions to sustainable development, ranking 6th globally in Sustainable Development Goal 7 (Affordable and clean energy) of the Times Higher Education Impact Rankings 2023 [2].

The institute's commitment to excellence in teaching and research, along with its ability to fulfill the aspirations of the people of the North East region, has made it a prominent educational institution in India [2]. The academic programmes offered at IIT Guwahati include B.Tech., B.Des., BSc(Hons), M.Tech., M.Des., M.Sc., MBA, M.A., and Ph.D. programmes, catering to a diverse range of academic interests and career goals [2].

Would you like to know more about the specific academic programmes offered at IIT Guwahati or its research initiatives?","['About Us', 'IIT Guwahati', 'IIT Madras']",[None],0.3333333333333333,1.0,0.5,0.5
"How many undergraduate, graduate, and professional schools does USC have?",University of Southern California,"[4]

The university is composed of one liberal arts school, the Dornsife College of Letters, Arts and Sciences, and 22 undergraduate, graduate, and professional schools, enrolling roughly 21,000 undergraduate and 28,500 post-graduate students from all fifty U.S. states and more than 115 countries.","The University of Southern California (USC) is composed of one liberal arts school, the Dornsife College of Letters, Arts and Sciences, and 22 undergraduate, graduate, and professional schools. This structure allows USC to offer a wide range of academic programs across various disciplines, catering to a diverse student body from all fifty U.S. states and more than 115 countries [1].

The university's extensive array of schools and programs reflects its commitment to providing comprehensive educational opportunities. The Dornsife College of Letters, Arts and Sciences serves as the core liberal arts institution, while the 22 other schools cover a broad spectrum of undergraduate, graduate, and professional studies. This diversity in academic offerings is a key factor in USC's appeal to students from around the world.

The provided sources do not contain any information about the specific number of undergraduate, graduate, and professional schools. However, it is clear that USC has a significant number of schools that cater to a wide range of academic interests and career paths. This diversity in academic offerings is a key factor in USC's appeal to students from around the world.

Would you like to know more about the specific programs offered by USC, or perhaps more about the university's history and its impact on higher education?","['University of Southern California', 'University of California, Los Angeles (UCLA)', 'University of Pennsylvania']",[None],0.3333333333333333,1.0,1.0,0.5
Who founded the University of Southern California in 1880?,University of Southern California,"Founded in 1880 by Robert M. Widney, it is the oldest private research university in California,[10][11] and has an enrollment of more than 47,000 students.","The University of Southern California (USC) was founded in 1880 by Judge Robert Maclay Widney. Widney played a pivotal role in securing donations from several key figures in early Los Angeles history: Ozro Childs, a Protestant nurseryman; John Gately Downey, an Irish Catholic former governor; and Isaias Wolf Hellman, a German Jewish banker. These individuals collectively donated 308 acres of land to establish the campus and provided the necessary seed money for the construction of the first buildings. The university was initially affiliated with the Methodist Church but mandated from the start that ""no student would be denied admission because of race."" USC is no longer affiliated with any church, having severed formal ties in 1952. When USC opened in 1880, the school had an enrollment of 53 students and a faculty of 10. Its first graduating class in 1884 consisted of three students: two males and a female valedictorian [1].

The university's early history is marked by significant contributions from its founders and the community, setting the stage for its growth and development into one of the leading private research universities in California. The founding principles of inclusivity and community support have remained integral to USC's mission and values over the years. The university's commitment to diversity and academic excellence has been a cornerstone of its success and reputation.",['University of Southern California'],[None],1.0,1.0,1.0,1.0
In what year was the Liberal Arts Quadrangle built?,University of Washington,"Construction of the Liberal Arts Quadrangle, known to students as ""The Quad,"" began in 1916 and continued to 1939.","The provided sources contain information about the construction of the Liberal Arts Quadrangle. The Liberal Arts Quadrangle, known to students as ""The Quad,"" began construction in 1916 and continued until 1939 [1]. This period saw significant expansion of the upper campus at the University of Washington. The construction of the Liberal Arts Quadrangle was part of the broader development that included the building of the Suzzallo Library, which was constructed in 1926 and expanded in 1935 [1].

The University of Southern California also has a history of constructing significant buildings, such as Old College, which was built in 1887 to serve as the College of Liberal Arts. However, this building was eventually demolished in 1948 due to age and lack of earthquake safety [2].

The construction of the Liberal Arts Quadrangle at the University of Washington is a notable example of the university's expansion during the interwar period. The building process spanned over two decades, reflecting the university's growth and development during that time. The Liberal Arts Quadrangle remains an important part of the campus, providing a central gathering space for students and faculty. The University of Southern California's experience with Old College highlights the challenges of maintaining older buildings in earthquake-prone areas, leading to the eventual demolition of the structure. This contrasts with the enduring presence of the Liberal Arts Quadrangle at the University of Washington.

Would you like to know more about the architectural history of these universities or the specific challenges they faced during their construction periods?","['University of Southern California', 'University of Washington']",[None],0.5,1.0,0.5,0.6666666666666666
In what year was the Liberal Arts Quadrangle constructed?,University of Washington,"Construction of the Liberal Arts Quadrangle, known to students as ""The Quad,"" began in 1916 and continued to 1939.","The provided sources contain information about the construction of the Liberal Arts Quadrangle. The Liberal Arts Quadrangle, known to students as ""The Quad,"" began construction in 1916 and continued until 1939 [1]. This period saw significant expansion of the upper campus at the University of Washington, marking a time of growth and development for the institution. The construction of the Liberal Arts Quadrangle was part of a broader effort to enhance the university's facilities and infrastructure during the interwar period.","['University of Southern California', 'Louvre_Palace.pdf', 'University of Washington']",[None],0.3333333333333333,1.0,0.3333333333333333,0.5
When was the University of Washington founded?,University of Washington,"Founded in 1861, the University of Washington is one of the oldest universities on the West Coast of the United States.","The University of Washington was founded in 1861. The university's establishment was recommended by territorial governor Isaac Stevens in 1854, and prominent Seattle-area residents, including Methodist preacher Daniel Bagley, saw this as an opportunity to enhance the city's prestige and potential. The university initially struggled, closing three times due to low enrollment and financial constraints, but it persisted and grew significantly over the years [1].",['University of Washington'],[None],1.0,1.0,1.0,1.0
Who was the first graduate of UW?,University of Washington,"Washington awarded its first graduate Clara Antoinette McCarty Wilt in 1876, with a Bachelor of Science degree.","The first graduate of the University of Washington was Clara Antoinette McCarty Wilt, who received a Bachelor of Science degree in 1876. The university, then known as the Territorial University of Washington, faced significant challenges in its early years, including closures due to low enrollment and financial struggles. Despite these obstacles, it persevered and eventually awarded its first degree to Wilt, marking an important milestone in its history [1].","['University of Michigan', 'Yale Graduate School of Arts and Sciences', 'University of Washington']",[None],0.3333333333333333,1.0,0.3333333333333333,0.5
In what year did UW officially open a medical school?,University of Washington,"In October 2, 1946, the University of Washington formally opened a medical school as part of a School of Health Sciences against the Washington State Medical Association's oppositions, who did not wish to create a competitive surplus of physicians.","The University of Washington (UW) formally opened a medical school on October 2, 1946. This establishment was part of the School of Health Sciences and was spearheaded by President Henry Suzzallo, based on plans created by Gideon Weed, Rufus Willard, and Thomas Minor in 1884. The G.I. Bill provided significant funding for this initiative, allocating $3.75 million for buildings and $450,000 for salaries, which laid the foundation for the University of Washington Medical Center [1].","['National University of Singapore', 'University of Hamburg', 'University of Washington']",[None],0.3333333333333333,1.0,0.3333333333333333,0.5
How many students were expelled from the university in 1948?,Free University of Berlin,"The climax of the protests was reached on 23 April 1948: after three students were expelled from the university without a trial, about 2,000 students protested at the Hotel Esplanade.","The provided sources do not contain any information about the number of students expelled from the university in 1948. However, it is mentioned that the climax of the protests was reached on 23 April 1948, after three students were expelled from the university without a trial [1]. This suggests that at least three students were expelled in 1948. Beyond this specific incident, the sources do not provide further details on the total number of students expelled that year.",['Free University of Berlin'],[None],1.0,1.0,1.0,1.0
How many students were expelled from the university without a trial?,Free University of Berlin,"The climax of the protests was reached on 23 April 1948: after three students were expelled from the university without a trial, about 2,000 students protested at the Hotel Esplanade.","The provided sources mention that three students were expelled from the university without a trial [1]. This event sparked significant protests, with about 2,000 students gathering at the Hotel Esplanade on 23 April 1948 to voice their demands for a university free from political influence [1]. The protests and subsequent actions led to the formation of the Free University of Berlin, which aimed to establish an institution independent of political control [1].

The expulsion of these three students was a pivotal moment in the history of the Free University of Berlin, highlighting the students' desire for academic freedom and autonomy. The protests and the subsequent establishment of the university underscore the importance of academic independence and the role of student activism in shaping educational institutions. If you are interested in learning more about the history of the Free University of Berlin or the impact of student protests on educational reforms, there are many other aspects to explore.",['Free University of Berlin'],[None],1.0,1.0,1.0,1.0
When was the University of Berlin established?,Humboldt University of Berlin,"The university was established by Frederick William III on the initiative of Wilhelm von Humboldt, Johann Gottlieb Fichte and Friedrich Daniel Ernst Schleiermacher as the University of Berlin (UniversitÌ?t zu Berlin) in 1809, and opened in 1810.","The University of Berlin, now known as Humboldt University of Berlin, was established on 16 August 1809, during the period of the Prussian Reform Movement. The initiative for its creation came from the liberal Prussian philosopher and linguist Wilhelm von Humboldt, with support from King Friedrich Wilhelm III. The university officially opened in 1810, marking the beginning of its academic journey. The first students were admitted on 6 October 1810, and the inaugural semester commenced on 10 October 1810, with 256 students and 52 lecturers across faculties of law, medicine, theology, and philosophy. The university celebrated 15 October 1810 as its official opening date [1][11].

The establishment of the University of Berlin was a significant milestone in the history of higher education, as it introduced innovative educational principles that emphasized the unity of research and teaching. This model influenced the development of modern universities worldwide. The university's name was changed to the Royal Friedrich Wilhelm University of Berlin from 1828 to 1945, in honor of its founder. During the Cold War, the university found itself in East Berlin and was de facto split in two when the Free University of Berlin opened in West Berlin. The university received its current name, Humboldt University of Berlin, in 1949, in honor of Alexander and Wilhelm von Humboldt [1][11].

The University of Berlin's history is marked by periods of expansion and integration of other educational institutions. For example, the Charité, a renowned medical campus, became part of the university in 1829 and remained so until 1927 when a more modern University Hospital was constructed. This integration process highlights the university's commitment to growth and adaptation over the years.

The University of Berlin's legacy continues to influence modern educational institutions, emphasizing the importance of research and academic freedom. Its establishment and subsequent developments reflect the evolving landscape of higher education and the enduring impact of its founding principles. If you are interested in learning more about the university's history or its contributions to academia, there are numerous resources available that delve deeper into its rich past.","['Humboldt University of Berlin', 'Free University of Berlin']",[None],0.5,1.0,1.0,0.6666666666666666
In what year was the Potsdam City Palace rebuilt?,Humboldt University of Berlin,"Currently there is discussion about returning the statues to the Potsdam City Palace, which was rebuilt as the Landtag of Brandenburg in 2013.","The Potsdam City Palace was rebuilt in 2013. This reconstruction transformed the historic structure into the **Landtag of Brandenburg**, the state parliament of Brandenburg. The palace, originally destroyed, was restored to serve as a significant governmental building, reflecting both its historical importance and modern functionality [1].",['Humboldt University of Berlin'],[None],1.0,1.0,1.0,1.0
Who founded the University of Bonn in 1818?,University of Bonn,"It was founded in its present form as the Rhein-UniversitÌ?t (English: Rhine University) on 18 October 1818 by Frederick William III,[4] as the linear successor of the KurkÌ¦lnische Akademie Bonn (English: Academy of the Prince-elector of Cologne) which was founded in 1777.","The University of Bonn, officially known as the Rhenish Friedrich Wilhelm University of Bonn, was founded on 18 October 1818 by King Frederick William III of Prussia. The university was established as the linear successor of the Kurkölnische Akademie Bonn, which was founded in 1777 by Maximilian Frederick of Königsegg-Rothenfels, the prince-elector of Cologne. The Kurkölnische Akademie Bonn was initially a nonsectarian institution that offered programs in theology, law, pharmacy, and general studies. In 1784, it was granted the right to award academic degrees, turning it into a university. However, it was closed in 1798 due to the French occupation during the French Revolutionary Wars. After the Rhineland became part of Prussia in 1815, Frederick William III decreed the establishment of a new university in the region, leading to the founding of the University of Bonn in 1818 [1].","['Humboldt University of Berlin', 'University of Bonn']",[None],0.5,1.0,0.5,0.6666666666666666
"What is the name of the German public research university located in Aachen, North Rhine-Westphalia, Germany?",RWTH Aachen University,"""RWTH Aachen University (German: [èÎÝæveèteèèÎhaè èöæÓaèxní©]), in German Rheinisch-WestfÌ?lische Technische Hochschule Aachen,[a] is a German public research university located in Aachen, North Rhine-Westphalia, Germany.","The German public research university located in Aachen, North Rhine-Westphalia, Germany, is **RWTH Aachen University**. This institution, officially known as the Rheinisch-Westfälische Technische Hochschule Aachen, is one of the largest technical universities in Germany, with over 47,000 students enrolled in 144 study programs [1]. It has a rich history dating back to its founding in 1858 and has been recognized as a ""University of Excellence"" multiple times, receiving significant funding and support for its innovative research and educational initiatives [1]. The university is also a founding member of several prestigious international and national academic associations, further solidifying its standing in the global academic community [1].

RWTH Aachen University has a diverse range of study programs, with a strong emphasis on engineering, natural sciences, economics, humanities, and medicine. The university's commitment to excellence is evident in its continuous efforts to meet global challenges and foster interdisciplinary research and education [1]. The institution's strategic alliances and memberships in various academic networks further enhance its reputation and impact on both national and international levels [1].

Would you like to know more about the specific programs offered at RWTH Aachen University, its notable alumni, or its contributions to research and innovation?","['Free University of Berlin', 'University of Bonn', 'Heidelberg University', 'University of Hamburg', 'RWTH Aachen University']",[None],0.2,1.0,0.2,0.33333333333333337
When was the academic programme of IIT Guwahati commenced?,About Us,The academic programme of IIT Guwahati commenced in 1995.,The academic programme of IIT Guwahati commenced in 1995 [1][2].,"['About Us', 'IIT Guwahati', 'IIT Madras']",[None],0.3333333333333333,1.0,1.0,0.5
What is the sixth member of the IIT fraternity?,About Us,"""Indian Institute of Technology Guwahati, the sixth member of the IIT fraternity, was established in 1994.","The sixth member of the IIT fraternity is the Indian Institute of Technology Guwahati (IIT Guwahati). Established in 1994, IIT Guwahati commenced its academic programs in 1995. The institute is renowned for its comprehensive range of academic offerings, which include undergraduate, postgraduate, and doctoral programs across various disciplines such as engineering, science, humanities, healthcare, and management. The campus, situated on the north bank of the river Brahmaputra, spans 285 hectares and provides an ideal setting for learning, with state-of-the-art infrastructure and advanced research facilities [1][2].","['About Us', 'IIT Guwahati', 'Army Institute of Technology', '6th Indiana Infantry Regiment']",[None],0.25,1.0,1.0,0.4
What is the official name of the Ruprecht Karl University of Heidelberg?,Heidelberg University,"""Heidelberg University, officially the Ruprecht Karl University of Heidelberg (German: Ruprecht-Karls-UniversitÌ?t Heidelberg; Latin: Universitas Ruperto Carola Heidelbergensis), is a public research university in Heidelberg, Baden-WÌ?rttemberg, Germany.","The official name of the Ruprecht Karl University of Heidelberg is the **Ruprecht-Karls-Universität Heidelberg**. This name reflects the university's historical roots and its founders, with ""Ruprecht"" honoring Rupert I, Elector Palatine, and ""Karls"" honoring Karl Friedrich, Grand Duke of Baden, who played significant roles in the university's establishment and development [1].",['Heidelberg University'],[None],1.0,1.0,1.0,1.0
In what year was Heidelberg University founded?,Heidelberg University,"Founded in 1386 on instruction of Pope Urban VI, Heidelberg is Germany's oldest university and one of the world's oldest surviving universities; it was the third university established in the Holy Roman Empire after Prague (1347) and Vienna (1365).","Heidelberg University, officially known as the Ruprecht Karl University of Heidelberg, was founded in 1386. This makes it Germany's oldest university and one of the world's oldest surviving universities. The university was established on the instructions of Pope Urban VI and was modeled after the ancient University of Paris. The founding was initiated by Rupert I, Elector Palatine, who sought to create a school of general studies that included four faculties: philosophy, theology, jurisprudence, and medicine [1].

The university's establishment was marked by a special Pontifical High Mass on October 18, 1386, and the first lecture was held on October 19, 1386. This rapid growth and establishment were facilitated by the Great Schism of 1378, which allowed Heidelberg to gain its own university as German students and teachers in Paris lost their stipends and had to leave [1].

The university's motto, ""semper apertus,"" meaning ""the book of learning is always open,"" reflects its enduring commitment to education and scholarship. By March 1390, the university had already enrolled 185 students, indicating its quick growth and success [1].

The history of Heidelberg University is rich with significant events and figures, including Martin Luther's disputation in 1518, which had a lasting impact on the university and the region. The university has also played a crucial role in various historical periods, including the Reformation, the Counter-Reformation, and the Romantic era [1].

In summary, Heidelberg University's founding in 1386 marked the beginning of a long and illustrious history of academic excellence and innovation. The university's establishment was a result of strategic initiatives by Rupert I and the support of Pope Urban VI, and it has since become a cornerstone of higher education in Germany and the world. If you are interested in learning more about the university's history or its impact on education, there are many resources available to explore further.",['Heidelberg University'],[None],1.0,1.0,1.0,1.0
"What is the name of the public research university in Hamburg, Germany?",University of Hamburg,"""The University of Hamburg (German: UniversitÌ?t Hamburg, also referred to as UHH) is a public research university in Hamburg, Germany.","The University of Hamburg, also referred to as UHH, is the public research university in Hamburg, Germany. It was founded on 28 March 1919 by combining the previous General Lecture System, the Hamburg Colonial Institute, and the Academic College. The main campus is located in the central district of Rotherbaum, with affiliated institutes and research centers distributed around the city-state. Seven Nobel Prize winners and one Wolf Prize winner are affiliated with UHH [1].

The University of Hamburg has a rich history that reflects the political and social changes in Germany throughout the 20th century. Initially, the establishment of a university in Hamburg faced resistance due to concerns about costs and the social ambitions of professors. However, the efforts of Senator Werner von Melle and others led to the founding of the Hamburg Scientific Foundation and the Hamburg Colonial Institute, which laid the groundwork for the university. The university's growth was marked by significant events, including the absorption of the Colonial Institute and the General Lecture System, the impact of the Weimar Republic and the National Socialist era, and the post-World War II reconstruction [1].

The university's campus is spread across over 180 properties throughout the city, with key buildings and facilities located in areas such as Von-Melle-Park and Martin Luther King Square. The university offers a wide range of academic programs and has a large student body, with over 44,000 students and almost 5,500 doctoral candidates as of the 2020–2021 academic year. The University of Hamburg supports several Collaborative Research Centers sponsored by the German Research Foundation, highlighting its commitment to research and innovation [1].

The University of Hamburg's history and academic contributions make it a significant institution in Germany's educational landscape. Its evolution from the merging of several institutions to its current status as a leading research university reflects the broader developments in German higher education. The university's affiliation with notable scholars and its extensive campus infrastructure further underscore its importance in the academic community. If you are interested in learning more about the University of Hamburg, you might want to explore its academic programs, research initiatives, or historical milestones.","['Humboldt University of Berlin', 'University of Hamburg', 'University of Bonn', 'Free University of Berlin']",[None],0.25,1.0,0.5,0.4
How many Nobel Prize winners are affiliated with UHH?,University of Hamburg,Seven Nobel Prize winners and one Wolf Prize winner are affiliated with UHH.,The University of Hamburg (UHH) has been associated with seven Nobel Prize winners [1].,"['Heidelberg University', 'ETH Zurich', 'University of Hamburg', 'Ludwig Maximilian University of Munich', 'Princeton University', 'University College London', 'University of Freiburg', 'National University of Singapore', 'Massachusetts Institute of Technology', 'University of California, Los Angeles (UCLA)']",[None],0.1,1.0,0.3333333333333333,0.18181818181818182
When was the University of Hamburg founded?,University of Hamburg,"[3]

In 1907 proponents of a university founded the Hamburg Scientific Foundation (Hamburgische Wissenschaftliche Stiftung), followed by the Hamburg Colonial Institute in 1908.","The University of Hamburg was founded on 28 March 1919. This establishment was the result of merging several existing institutions, including the General Lecture System, the Hamburg Colonial Institute, and the Academic College. The university's founding was a significant milestone in Hamburg's educational history, marking the city's transition from being primarily a trading center to also becoming a hub for academic and research activities [1].",['University of Hamburg'],[None],1.0,1.0,1.0,1.0
What is the name of the public research university in Hamburg?,University of Hamburg,"""The University of Hamburg (German: UniversitÌ?t Hamburg, also referred to as UHH) is a public research university in Hamburg, Germany.","The University of Hamburg, also referred to as UHH, is the public research university in Hamburg, Germany. It was established on 28 March 1919 by merging the General Lecture System, the Hamburg Colonial Institute, and the Academic College. The university is renowned for its extensive research contributions and has affiliations with seven Nobel Prize winners and one Wolf Prize winner. The main campus is situated in the central district of Rotherbaum, with numerous affiliated institutes and research centers spread throughout the city-state. The university supports seven Collaborative Research Centers sponsored by the German Research Foundation, highlighting its commitment to academic excellence and innovation. The University of Hamburg is ranked 191st globally by the QS World University Rankings for 2025, placing it within the top 10 nationally. Additionally, it is listed at a joint 136th place globally by the Times Higher Education (THE) World University Rankings for 2024, translating into a national rank of 12. The 2023 Academic Ranking of World Universities (ARWU) positions the university within a global range of 201-300, corresponding to a national ranking estimated between 10 and 19. The university's extensive campus includes over 180 properties scattered throughout the city, with key facilities such as the Main Building, the State and University Library Hamburg, and the Audimax (Auditorium) located in the central district. The university's academic offerings are diverse, with 149 different majors available across six faculties, supported by almost 700 professors and a substantial number of academic and administrative staff. The University of Hamburg's rich history and ongoing contributions to research and education make it a significant institution in Germany and beyond.",['University of Hamburg'],[None],1.0,1.0,1.0,1.0
