,user_input,Expected Source,response,reference,Actual Sources,answer_relevancy,answer_correctness,Precision,Recall,Reranker Score,F1 Score
168,When was rice domesticated in China?,The development of agriculture,"The domestication of rice in China is a significant milestone in the history of agriculture. The provided sources indicate that rice was domesticated in China between 11,500 and 6,200 BC, with the earliest known cultivation dating back to 5,700 BC [1]. This period marks the beginning of systematic rice cultivation, which has since become a staple food for a significant portion of the global population.

### Historical Context

The domestication of rice in China occurred independently of other agricultural developments around the world. This process involved the selection and cultivation of wild rice species, particularly *Oryza rufipogon*, which was domesticated on the Pearl River in southern China [1]. The domestication of rice was part of a broader trend of agricultural innovation that included the cultivation of other grains and the domestication of various animals.

### Technological Advancements

Following the initial domestication of rice, several technological advancements were made to support its cultivation. By the 1st century BC, water-powered grain mills were in use, which significantly improved the efficiency of processing rice and other grains [1]. Additionally, irrigation systems were developed to ensure a consistent water supply, which is crucial for rice cultivation. These innovations allowed for the expansion of rice farming and increased agricultural productivity.

### Spread and Impact

The domestication of rice in China had a profound impact on the region's economy and society. Rice became a staple food, supporting the growth of large populations and the development of complex civilizations. The techniques and knowledge associated with rice cultivation spread westward across Eurasia, influencing agricultural practices in other regions [1].

### Conclusion

The domestication of rice in China between 11,500 and 6,200 BC marked a pivotal moment in human history. This development enabled the growth of large, stable populations and laid the foundation for advanced agricultural practices. The innovations that followed, such as water-powered mills and irrigation systems, further enhanced the efficiency and productivity of rice cultivation. The spread of these techniques across Eurasia highlights the interconnected nature of agricultural development and its impact on global civilization. Would you like to know more about the technological advancements in rice cultivation or the spread of agricultural practices across different regions?","[19][20] Rice was domesticated in China between 11,500 and 6,200 BC with the earliest known cultivation from 5,700 BC,[21] followed by mung, soy and azuki beans.",['The development of agriculture'],0.903962617,,1,1,1,1
169,Where was cotton domesticated?,The development of agriculture,"The domestication of cotton is a significant milestone in human history, with evidence pointing to multiple independent origins across different regions. The provided sources offer insights into the various locations where cotton was first domesticated.

### Historical Domestication of Cotton

#### **Peru**
Cotton was domesticated in Peru around 5,600 years ago. This early domestication is notable for its independence from other regions, indicating that the process occurred separately in the Americas. Additionally, cotton was domesticated in Peru by 3,600 BC, further emphasizing the region's role in the early development of cotton cultivation[1].

#### **Eurasia**
In addition to the Americas, cotton was independently domesticated in Eurasia. This dual domestication highlights the global significance of cotton and its widespread use in various civilizations.

#### **India**
In India, cotton was cultivated by the 5th–4th millennium BC. This period marks an important phase in the agricultural history of the region, with cotton being one of the key crops cultivated during this time[1].

#### **Indus Valley Civilization**
The Indus Valley Civilization, which flourished around 2500 BC, also saw the cultivation of cotton. The Harappans, who were part of this civilization, wove and dyed cotton for clothing, showcasing their advanced textile industry. This civilization had extensive trade routes that facilitated the exchange of cotton and other goods with regions as far as the Persian Gulf, Mesopotamia, and Egypt[3].

### Conclusion

The domestication of cotton occurred in multiple regions, including Peru, Eurasia, and the Indus Valley. Each of these regions contributed to the development of cotton cultivation independently, reflecting the global importance of this crop. The early domestication of cotton in these areas laid the foundation for its widespread use in textiles and trade, significantly impacting human civilization. Further exploration into the specific techniques and cultural practices associated with cotton domestication in these regions could provide deeper insights into the agricultural advancements of ancient societies.","Cotton was domesticated in Peru by 5,600 years ago,[26] and was independently domesticated in Eurasia.","['The development of agriculture', 'Cotton Plant Commercial Historic District', 'The Harappans']",0.916471762,0.589104523,0.333333333,1,1,0.5
170,Where is the cowles Syndicate of Ohio located?,The use of iron smelting techniques,"The provided sources do not contain any information about the location of the Cowles Syndicate of Ohio. However, based on general knowledge, the Cowles Syndicate, also known as the Electric Smelting and Aluminum Company, was indeed based in Ohio. The company was involved in the smelting industry and was known for its innovative techniques in the late 19th century. The Cowles Syndicate was particularly active in the late 1880s and was associated with the development of aluminum smelting processes, including the use of the Paul Héroult process. This process was significant in the industrial production of aluminum, which was a groundbreaking achievement at the time. The company's operations were likely centered around its smelting facilities, which would have been strategically located to access necessary resources and markets.

The Cowles Syndicate's work in Ohio contributed to the broader industrial advancements of the era, particularly in the metallurgy and smelting sectors. The company's innovations helped to establish the foundations for modern aluminum production, which has since become a critical material in various industries, including aerospace, automotive, and construction. The legacy of the Cowles Syndicate can still be seen in the advancements and techniques used in metal smelting today.

Would you like to know more about the Cowles Syndicate, such as its specific contributions to the smelting industry or its impact on modern metallurgy?","Cowles Syndicate of Ohio in Stoke-upon-Trent England, late 1880s.",['The use of iron smelting techniques'],0.979869144,0.362247511,1,1,1,1
171,Who proposed a theory that linked the development of cuneiform to a system of clay tokens used?,The development of writing systems,"The theory that linked the development of cuneiform to a system of clay tokens used to track and exchange commodities in southern Mesopotamia was proposed by archaeologist Denise Schmandt-Besserat in 1977. This theory suggests that the early use of clay tokens for accounting and record-keeping evolved into the more complex system of cuneiform writing. However, it is important to note that this theory is widely contested among researchers of writing systems, with notable critics including Geoffrey Sampson and Christopher Woods. The debate surrounding this theory highlights the ongoing scholarly discussions about the origins and development of writing systems.","[33]

In 1977, archaeologist Denise Schmandt-Besserat proposed a theory that linked the development of cuneiform to a system of clay tokens used to track and exchange commodities in southern Mesopotamia from c.Ûä8000 BC.",['The development of writing systems'],0.962424723,0.608691474,1,1,1,1
172,Who proposed a theory that linked the development of cuneiform to a system of clay tokens?,The development of writing systems,"The provided sources contain information about the development of cuneiform and the theory linking it to a system of clay tokens. In 1977, archaeologist **Denise Schmandt-Besserat** proposed a theory that linked the development of cuneiform to a system of clay tokens used to track and exchange commodities in southern Mesopotamia from around 8000 BC [31]. This theory suggests that the early use of clay tokens for accounting and record-keeping laid the groundwork for the more complex system of cuneiform writing. However, it is important to note that this theory is widely contested among researchers of writing systems, with some scholars, such as Geoffrey Sampson and Christopher Woods, arguing against a causal link between the clay tokens and the development of cuneiform [30].

The development of cuneiform writing in southern Mesopotamia during the late 4th millennium BC was initially a numeral system where a round stylus was pressed into clay tablets to create distinct shapes. This system was gradually augmented with pictographic marks indicating what was being counted, which were made using a sharp stylus. By the 29th century BC, writing used a wedge-shaped stylus and included phonetic elements representing syllables of the Sumerian language, which gradually replaced the earlier markings [30][31]. Finally, cuneiform became a general-purpose writing system with logograms, syllables, and numerals. From the 26th century BC, the system was adapted to write the Akkadian language, with Akkadian writing appearing in significant quantities around 2350 BC [32].

The theory proposed by Denise Schmandt-Besserat provides an interesting perspective on the origins of cuneiform, but it remains a subject of debate. Further research and archaeological findings may continue to shed light on the complex evolution of writing systems. If you are interested in learning more about the development of cuneiform or the controversies surrounding its origins, there are many avenues for further exploration.","[33]

In 1977, archaeologist Denise Schmandt-Besserat proposed a theory that linked the development of cuneiform to a system of clay tokens used to track and exchange commodities in southern Mesopotamia from c.Ûä8000 BC.",['The development of writing systems'],0.879031382,0.388009268,1,1,1,1
173,How old is the earliest known figurative cave painting in Europe?,The creation of cave paintings,"The earliest known figurative cave painting in Europe is found in the Cave of El Castillo, located in Puente Viesgo, Cantabria, Spain. This painting dates back to approximately 40,000 BC, making it one of the oldest examples of figurative art in Europe. The dating of these paintings was confirmed through a 2012 study using the uranium-thorium method, which provided a more precise age estimate for the artwork. Prior to this discovery, the Chauvet Cave in France was believed to contain the oldest figurative cave paintings, dated to earlier than 30,000 BC. However, the El Castillo findings have since established a new benchmark for the earliest known figurative cave art in Europe [20][21].

The Cave of El Castillo is renowned for its rich collection of Paleolithic art, which includes various animal figures and abstract symbols. The paintings in this cave provide valuable insights into the artistic and cultural expressions of early human societies in Europe. The discovery of these ancient paintings has significantly contributed to our understanding of the development of human creativity and storytelling during the Upper Paleolithic period.

The Cave of El Castillo is part of a larger complex of caves in the region, which includes other notable sites such as the Cave of Altamira. These caves collectively offer a wealth of information about the artistic and cultural achievements of early humans in Europe. The paintings in these caves are not only aesthetically significant but also provide important archaeological evidence about the lives and beliefs of our ancestors.

The study of these ancient cave paintings continues to be an active area of research, with ongoing efforts to preserve and analyze the artwork. The use of advanced dating techniques, such as uranium-thorium and radiocarbon dating, has been instrumental in establishing the age and authenticity of these paintings. These methods have allowed researchers to gain a more accurate understanding of the timeline of human artistic development and the cultural contexts in which these paintings were created.

In summary, the earliest known figurative cave painting in Europe is found in the Cave of El Castillo, dating back to approximately 40,000 BC. This discovery has provided valuable insights into the artistic and cultural expressions of early human societies in Europe and has contributed to our understanding of the development of human creativity and storytelling during the Upper Paleolithic period. The ongoing study and preservation of these ancient paintings continue to be an important area of research in archaeology and art history.","Dating back to 40,000BC, El Castillo hosts the earliest figurative cave painting in Europe known to date.",['The creation of cave paintings'],0.975294525,,1,1,1,1
174,Who invented the movable-type printing press in 1440?,The invention of the printing press,"The invention of the movable-type printing press in 1440 is attributed to Johannes Gutenberg, a goldsmith from Germany. This innovation marked the beginning of the Printing Revolution, which significantly transformed the dissemination of information and knowledge across Europe. Gutenberg's movable-type printing press was modeled on the design of existing screw presses and could produce up to 3,600 pages per workday, a substantial increase compared to the forty pages produced by hand-printing and the few pages by hand-copying [1][4]. His invention included a hand mold that enabled the precise and rapid creation of metal movable type in large quantities, drastically reducing the cost of printing books and other documents, especially for shorter print runs [1].

The impact of Gutenberg's invention was profound. Within several decades, the movable-type printing press spread to over 200 cities in a dozen European countries. By 1500, printing presses in operation throughout Western Europe had produced more than 20 million volumes, and by the 16th century, this output rose tenfold to an estimated 150 to 200 million copies [5]. The spread of mechanical movable type printing introduced the era of mass communication, which permanently altered the structure of society. It facilitated the relatively unrestricted circulation of information and ideas, transcending borders and capturing the masses in the Reformation. This led to a sharp increase in literacy, breaking the monopoly of the literate elite on education and learning, and bolstering the emerging middle class [9].

The invention of the printing press also accelerated the development of European vernaculars, to the detriment of Latin's status as the lingua franca. In the 19th century, the replacement of the hand-operated Gutenberg-style press by steam-powered rotary presses allowed printing on an industrial scale [10]. The concept of movable type, however, existed prior to 15th-century Europe, with sporadic evidence dating back to the 12th century and possibly earlier. The first movable type was invented by the Chinese engineer Bi Sheng in the 11th century during the Song dynasty, and a book dating to 1193 recorded the first copper movable type [20]. Despite these earlier innovations, Gutenberg's contributions were pivotal in mechanizing the printing process and making it widely accessible in Europe.

The invention of the printing press by Johannes Gutenberg in 1440 was a pivotal moment in history, transforming the way information was disseminated and laying the foundation for the modern era of mass communication. The spread of the printing press across Europe and its subsequent impact on literacy, education, and societal structures underscore its enduring significance. Further exploration into the technological advancements and societal changes brought about by the printing press could provide deeper insights into its legacy and influence on contemporary communication methods.","[1][2]

In Germany, around 1440, the goldsmith Johannes Gutenberg invented the movable-type printing press, which started the Printing Revolution.",['The invention of the printing press'],0.899745555,,1,1,1,1
175,How many pages could a single Renaissance mvp printing press produce per workday?,The invention of the printing press,"The provided sources indicate that a single Renaissance movable-type printing press could produce up to 3,600 pages per workday [1]. This significant increase in productivity was a major factor in the Printing Revolution, which began around 1440 when Johannes Gutenberg invented the movable-type printing press in Germany [1]. The efficiency of the printing press allowed for the rapid and cost-effective production of books and other documents, particularly for shorter print runs [1].

The printing press's design, modeled on existing screw presses, enabled this high output. A duo of printers could reach 14,000 hand movements per working day, printing approximately 3,600 pages in the process [1]. This was a dramatic improvement over hand-printing, which could produce only forty pages per day, and hand-copying, which was even slower [1].

The impact of the printing press was profound. For instance, during the lifetime of Erasmus (1469–1536), at least 750,000 copies of his work were sold [1]. The early days of the Reformation saw a sevenfold increase in the publication of books in Germany alone, with Martin Luther's tracts distributed in 300,000 printed copies between 1518 and 1520 [1]. This revolution in printing technology facilitated the widespread dissemination of ideas and knowledge, transforming society and culture.

In summary, the Renaissance movable-type printing press was a game-changer, capable of producing up to 3,600 pages per workday. This innovation drastically reduced the cost and time required for printing, leading to a significant increase in the availability of printed materials and the rapid spread of information. If you are interested in learning more about the impact of the printing press on society and culture, or about the technical details of its operation, please let me know.","Modelled on the design of existing screw presses, a single Renaissance movable-type printing press could produce up to 3,600 pages per workday,[3] compared to forty by hand-printing and a few by hand-copying.",['The invention of the printing press'],0.929921933,0.468018855,1,1,1,1
176,When did evidence of widespread control of fire by anatomically modern humans date to?,The discovery of fire,"The provided sources indicate that evidence of widespread control of fire by anatomically modern humans dates to approximately 125,000 years ago [12]. This period marks a significant milestone in human evolution, as it suggests that early humans had developed the capability to regularly and systematically use fire for various purposes, such as cooking, heating, and toolmaking. The control of fire would have provided numerous advantages, including protection from predators, enhanced food preparation, and improved living conditions. This development is part of a broader trend in human history where the mastery of fire played a crucial role in shaping early societies and their technological advancements.

The use of fire by early humans was a gradual process that likely involved multiple stages of development. The ability to control fire would have allowed early humans to expand their habitats, adapt to different environments, and develop more complex social structures. The evidence from various archaeological sites around the world supports the idea that the control of fire was a critical factor in the evolution of human societies. For instance, sites like Pinnacle Point in South Africa show that early modern humans used fire to heat-treat silcrete stone for toolmaking around 164,000 years ago [11]. This indicates that the control of fire was not just for immediate survival but also for technological innovation.

Would you like to know more about the specific archaeological findings that support the widespread control of fire by anatomically modern humans, or perhaps explore how the control of fire influenced early human societies?","[11] Evidence of widespread control of fire by anatomically modern humans dates to approximately 125,000 years ago.","['The discovery of fire', 'Timelines_Questions.txt']",0.959088847,0.312746965,0.5,1,1,0.666666667
177,When did evidence of widespread control of fire by anatomically modern humans date?,The discovery of fire,"The earliest evidence of widespread control of fire by anatomically modern humans dates to approximately 125,000 years ago [12]. This period marks a significant milestone in human evolution, as it indicates that early humans had developed the ability to consistently and deliberately use fire for various purposes, such as cooking, heating, and toolmaking. The control of fire would have provided numerous advantages, including protection from predators, enhanced food preparation, and improved living conditions. This development is a crucial step in the progression of human technological and cultural advancements.

The use of fire by early humans was a gradual process that likely involved multiple stages of development. Initially, early humans may have encountered natural fires, such as those caused by lightning strikes, and learned to utilize them for their benefits. Over time, they developed the skills and knowledge necessary to create and maintain fires deliberately. This control of fire would have been a significant factor in the survival and success of early human populations, enabling them to adapt to various environments and challenges.

The evidence of widespread fire control by anatomically modern humans around 125,000 years ago suggests that this capability was well-established by this time. However, the exact methods and techniques used by early humans to create and manage fire remain subjects of ongoing research and debate. Further studies could explore the specific tools and materials used for fire-making, as well as the social and cultural contexts in which fire was employed. Additionally, investigating the regional variations in fire use and control could provide insights into the diverse adaptations and innovations of early human groups.","[11] Evidence of widespread control of fire by anatomically modern humans dates to approximately 125,000 years ago.","['The discovery of fire', 'Timelines_Questions.txt']",0.980590429,,0.5,1,1,0.666666667
178,How many institutes are there at SymBiosis?,Symbiosis International University,"The provided sources contain information about the number of institutes at Symbiosis International University. Symbiosis International University has a total of 49 institutes across various disciplines throughout the world [1]. These institutes cover a wide range of fields, including law, management, computer studies, medical and health sciences, media and communication, humanities and social sciences, engineering, and architecture and design [1].

The Symbiosis Skills and Professional University, another entity within the Symbiosis group, focuses on skill-building and development. It offers diplomas, degrees, and certificates in fields such as automobile, construction, mechatronics, software engineering, computer science, IT, beauty and wellness, data science, retail, logistics and ports, and architecture [2]. However, the specific number of institutes under this university is not detailed in the provided sources.

In summary, Symbiosis International University has 49 institutes, while the Symbiosis Skills and Professional University offers various programs in skill-building fields. If you are interested in more detailed information about the specific institutes or programs offered, you might want to explore the individual institutes or reach out to the universities directly.",Symbiosis has a total of 49 institutes across various disciplines throughout the world.,"['Symbiosis International University', 'Symbiosis Skills and Professional University']",0.911775876,,0.5,1,1,0.666666667
179,"Which university has campuses across the country at New Delhi, Navi Mumbai, Sangli, Pune, Solapur, Kolhapur, Karad, Satara, and Panchgani?",Bharati Vidyapeeth Deemed University,"The university that has campuses across the country at New Delhi, Navi Mumbai, Sangli, Pune, Solapur, Kolhapur, Karad, Satara, and Panchgani is **Bharati Vidyapeeth Deemed University**. This private university, established in Pune, India, boasts a wide network of campuses, each offering a variety of academic programs. These campuses are located in key cities across India, providing students with access to diverse educational opportunities in fields such as medicine, dentistry, ayurveda, homeopathy, nursing, pharmacy, engineering, management, hotel management, catering technology, environmental science, and agriculture [1].

## **Campus Locations and Programs**

Bharati Vidyapeeth Deemed University's extensive network of campuses ensures that students have access to quality education in various disciplines. The university's presence in multiple cities allows it to cater to a broad student base, offering specialized programs tailored to the needs of different regions. For instance, the medical college in Pune is renowned for its comprehensive curriculum and state-of-the-art facilities, while the engineering campuses in cities like Kolhapur and Solapur focus on cutting-edge technology and innovation.

## **Academic Excellence and Impact**

The university's commitment to academic excellence is evident in its diverse range of programs and the quality of education it provides. Bharati Vidyapeeth Deemed University has consistently been recognized for its contributions to higher education and research. The university's focus on interdisciplinary learning and practical application of knowledge prepares students for successful careers in their chosen fields. Additionally, the university's emphasis on community engagement and social responsibility ensures that its graduates are not only academically proficient but also socially conscious.

## **Future Prospects and Growth**

As Bharati Vidyapeeth Deemed University continues to expand its reach and influence, it remains dedicated to its mission of providing accessible and high-quality education to students across India. The university's strategic locations and diverse academic offerings make it a preferred choice for students seeking a comprehensive and enriching educational experience. With a strong foundation in research and innovation, Bharati Vidyapeeth Deemed University is poised to make significant contributions to the academic and professional landscape in the years to come.

In conclusion, Bharati Vidyapeeth Deemed University's extensive network of campuses and commitment to academic excellence make it a leading institution in India's higher education sector. The university's diverse range of programs and focus on practical learning ensure that students are well-prepared for successful careers in their chosen fields. As the university continues to grow and expand, it remains dedicated to its mission of providing accessible and high-quality education to students across the country. If you are interested in exploring more about Bharati Vidyapeeth Deemed University, such as its specific programs or campus facilities, feel free to ask.","Bharati Vidyapeeth has campuses across the country at New Delhi, Navi Mumbai, Sangli, Pune, Solapur, Kolhapur, Karad, Satara, and Panchgani.","['Vishwakarma University', 'Bharati Vidyapeeth Deemed University', 'Tilak Maharashtra Vidyapeeth University']",1,,0.333333333,1,0.5,0.5
180,When did the Government of India grant TMV its status?,Tilak Maharashtra Vidyapeeth University,"The Government of India granted Tilak Maharashtra Vidyapeeth University (TMVU) its deemed-to-be university status in 1987. This recognition was in acknowledgment of the institution's significant contributions to the education sector. The origins of TMV University trace back to the pre-independence era, highlighting its long-standing commitment to academic excellence and educational development【9†source】【10†source】【11†source】【12†source】.",This deemed-to-be university was given its status by the Government of India in 1987 in recognition of its contribution to the education sector.,"['India and weapons of mass destruction', 'Tata_Motors.pdf', 'Tilak Maharashtra Vidyapeeth University']",0.886616485,,0.333333333,1,0.333333333,0.5
181,When was the University established as a State Private University?,Vishwakarma University,The University of Vishwakarma was established as a State Private University through the Maharashtra Government Act in the year 2017 [1].,The University has been established as a State Private University through Maharashtra Government Act in the year 2017.,"['Vishwakarma University', 'University of Southern California', 'Flame University', 'Savitribai Phule Pune University', 'Stanford University', 'University of Pennsylvania', 'Massachusetts Institute of Technology', 'University of Freiburg', 'Sorbonne University']",0.83164656,,0.111111111,1,1,0.2
182,How many parts are the Student Learning Outcomes (SLOs) in the Agricultural Operations Management program?,Agricultural Operations Management,"The Student Learning Outcomes (SLOs) in the Agricultural Operations Management program are presented in three parts. These parts cover fundamental concepts, skills, and processes in Agricultural Operations Management, critical thinking, and communication skills [1].","Before Graduating Students Must
Complete modules, assignments, exams, projects, and presentations that fulfill the Student Learning Outcomes (SLOs) in the Agricultural Operations Management program, presented in three parts.","['Agricultural Operations Management', 'Accounting', 'Art History']",,,0.333333333,1,1,0.5
183,"When was Dr. D. Y. Patil Vidyapeeth established as a ""Deemed-to-be-University""?","Dr. D. Y. Patil Vidyapeeth, Pune","Dr. D. Y. Patil Vidyapeeth (DPU), Pune, was established as a ""Deemed-to-be-University"" under Section 3 of the UGC Act 1956 in 2003. The Government of India, MHRD, on the advice of UGC, vide its notification dated 11th January 2003 declared Dr. D. Y. Patil Vidyapeeth, Pune as a Deemed-to-be University comprising of Dr. D. Y. Patil Medical College, Hospital and Research Centre, Pimpri, Pune [1].","In 2003, Dr. D. Y. Patil Vidyapeeth (DPU), Pune, was established as a ""Deemed-to-be-University"" under Section 3 of the UGC Act 1956.","['Ajeenkya DY Patil University', 'Dr. D. Y. Patil Vidyapeeth, Pune', 'Bharati Vidyapeeth Deemed University']",0.95775887,0.615400144,0.333333333,1,0.5,0.5
184,How many acres of green expanse is FLAME University spread over?,Flame University,FLAME University is spread over 70 acres of green expanse [1].,"Spread over 70 acres of green expanse, FLAME University stands tall in the heart of Pune.",['Flame University'],0.945403047,0.733589756,1,1,1,1
185,What is the first skill-building and development university in the state of Maharastra?,Symbiosis Skills and Professional University,"The first skill-building and development university in the state of Maharashtra is **Symbiosis Skills and Professional University (SSPU)**. Established by the Symbiosis Open Education Society, SSPU was founded with the aim of creating industry-ready youth who can work efficiently and effectively in various organizations. The university offers a wide range of diplomas, degrees, and certificates in fields such as Automobile, Construction, Mechatronics, Software Engineering, Computer Science, IT, Beauty and Wellness, Data Science, Retail, Logistics and Ports, and Architecture [1].

The university has built strong ties with leading organizations for joint-curriculum development, including notable industry partners such as Shopper Stop, Daikin, LSC, and Enrich. This collaboration ensures that the curriculum is aligned with industry needs, providing students with practical and relevant skills [1].

The establishment of SSPU was formalized on May 3, 2017, when the state passed a legislation bill to enact this university. This initiative underscores Maharashtra's commitment to enhancing skill development and professional education within the state [1].

In summary, SSPU stands as a pioneering institution in Maharashtra's educational landscape, focusing on skill-building and professional development to meet the demands of the modern workforce. If you are interested in exploring more about this university, such as its specific programs or industry partnerships, feel free to ask.","[1] Established by the Symbiosis Open Education Society, Symbiosis Skills and Professional University is the first skill-building and development university in the state of Maharastra.","['Vishwakarma University', 'Symbiosis Skills and Professional University', 'Government College of Engineering Aurangabad']",0.984674527,0.425252428,0.333333333,1,0.5,0.5
186,Who was the second principal of Ferguson College?,Fergusson College,"The second principal of Fergusson College was **Gopal Ganesh Agarkar**. Agarkar, a notable social reformer, journalist, thinker, and educationist, served in this role from August 1892 until his death in June 1895 [8]. His tenure followed that of the college's first principal, **Vaman Shivram Apte**, who laid the foundational groundwork for the institution [7].

Fergusson College, established in 1885, has a rich history marked by contributions from prominent figures. The college was named after **Sir James Fergusson**, the then Governor of Bombay, and was inaugurated by **William Wordsworth**, a namesake grandson of the British poet and principal of Elphinstone College in Bombay [16]. The college's autonomy, granted by the British colonial government, allowed it to maintain a significant degree of independence in its educational pursuits [16].

The college has two main sections: the Junior Wing, which offers courses in Arts and Science streams for students graduating from school, and the Senior Wing, which provides bachelor's and master's degrees in various disciplines [2]. The institution's legacy includes notable figures like **Sir CV Raman** and **Mahatma Gandhi**, who recognized its contributions to education and national development [17].

Would you like to know more about the historical significance of Fergusson College or its current academic programs?","[7] Social reformer, journalist, thinker and educationist Gopal Ganesh Agarkar served as the second principal from August 1892, till his death in June 1895.",['Fergusson College'],0.921393351,0.555201922,1,1,1,1
187,In what year was the Deccan Education Society formed?,Fergusson College,"The Deccan Education Society was formed in 1884 [1]. This society played a significant role in the establishment of Fergusson College, which was founded the following year, in 1885. The society was inspired by the success of the New English School, which was created by prominent nationalists such as Bal Gangadhar Tilak, Vishnushastri Chiplunkar, and Gopal Ganesh Agarkar. These reformers aimed to modernize the education system in India to advance the cause of reform, particularly after the suppression of the Indian Rebellion of 1857 [1].

The Deccan Education Society's efforts were part of a broader movement to promote education and national development in India. The society's work continues to influence educational initiatives in the region, reflecting the enduring impact of its founders' vision. If you are interested in learning more about the Deccan Education Society or its contributions to education in India, there are several historical documents and scholarly articles that delve deeper into its history and impact.","Inspired by the school's success, the Deccan Education Society was formed in 1884; a year later the Fergusson College was established.",['Fergusson College'],0.898351296,0.509235332,1,1,1,1
188,When was the Deccan Education Society formed?,Fergusson College,"The Deccan Education Society was formed in 1884. This society was established by prominent Indian nationalists, including Bal Gangadhar Tilak, Vishnushastri Chiplunkar, and Gopal Ganesh Agarkar, who were inspired by the success of the New English School. The society played a crucial role in the establishment of Fergusson College the following year [1].","Inspired by the school's success, the Deccan Education Society was formed in 1884; a year later the Fergusson College was established.",['Fergusson College'],0.960306265,0.606662463,1,1,1,1
189,Who was the first principal of Ferguson College?,Fergusson College,"The first principal of Fergusson College was Professor Vaman Shivram Apte. He played a pivotal role in the establishment and early development of the college, which was founded in 1885 by a group of prominent Indian nationalists and educators, including Bal Gangadhar Tilak, Vishnushashtri Chiplunkar, Mahadeo Ballal Namjoshi, and Gopal Ganesh Agarkar. The college, named after Sir James Fergusson, the Governor of Bombay, has a rich history of academic excellence and political influence, having produced several notable alumni, including two Indian Prime Ministers [6][7].",[6] Professor Vaman Shivram Apte was its first principal.,['Fergusson College'],0.930270527,0.322699118,1,1,1,1
190,When will students be notified if they are selected for a scholarship?,Scholarships,"Students who are selected for a merit-based scholarship will be notified via email and status page update by mid-March [1]. This notification process is part of the holistic review that considers grades, standardized test scores, extracurricular involvement, leadership, community service, and personal essays [1]. It's important to note that scholarships are limited, and no pre-set criteria are used, which means students with similar qualifications may receive different scholarship decisions [1]. If a student does not hear from the university by mid-March, it means that a scholarship was not offered to them [1].","If selected for one of our merit-based scholarships, students will be notified via email and status page update by mid-March.","['Scholarships', 'Admissions']",0.958859449,0.514933242,0.5,1,1,0.666666667
191,How many academic departments does the university house?,Pimpri Chinchwad College of Engineering,"The provided sources contain information about the number of academic departments in Savitribai Phule Pune University (SPPU). Savitribai Phule Pune University (SPPU) houses 46 academic departments [1][2]. The university is located in Pune, India, and was established in 1949. It is spread over a 411 acres (1.66 km²) campus in the neighborhood of Ganeshkhind. In addition to its academic departments, SPPU has about 307 recognized research institutes and 612 affiliated colleges offering graduate and undergraduate courses. The university ranked 12th in the National Institutional Ranking Framework (NIRF) in 2022 [1][6][7].

The University of Oxford, on the other hand, comprises 43 constituent colleges, consisting of 36 semi-autonomous colleges, four permanent private halls, and three societies. These colleges are departments of the university without their own royal charter. Each college is a self-governing institution within the university that controls its own membership and has its own internal structure and activities. All students are members of a college [3].

The University of Hamburg offers 149 different majors through six faculties, with almost 700 professors engaged in teaching and research. The university supports seven Collaborative Research Centers sponsored by the German Research Foundation [5].

In summary, the number of academic departments varies significantly among universities. Savitribai Phule Pune University has 46 academic departments, while the University of Oxford has 43 constituent colleges, and the University of Hamburg offers 149 different majors through six faculties. If you are interested in exploring the specific academic departments or programs offered by any of these universities, further details can be provided.",[4] The university houses 46 academic departments.,"['Pimpri Chinchwad College of Engineering', 'University of Hamburg', 'University of Oxford', 'Departments', 'Savitribai Phule Pune University']",0.856583173,0.312951664,0.2,1,1,0.333333333
192,When was the Pimpri Chinchwad College of Engineering established?,Pimpri Chinchwad College of Engineering,"The Pimpri Chinchwad College of Engineering (PCCOE) was established in the year 1999. It is an autonomous engineering college located in the city of Pune, India. The college is affiliated with Savitribai Phule Pune University (SPPU), formerly known as the University of Pune. PCCOE offers a range of undergraduate and postgraduate engineering programs and has received several accolades and accreditations, including NBA and NAAC accreditations, and ISO certifications [1].","Pimpri Chinchwad College of Engineering (PCCOE)[1][2] is an autonomous engineering college in the city of Pune, India, established in the year 1999.","['Pimpri Chinchwad College of Engineering', 'COEP Technological University']",0.943932727,0.618756337,0.5,1,1,0.666666667
