,user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,answer_correctness,Precision,Recall,Reranker Score,F1 Score
166,When was rice domesticated in China?,"['[19][20] Rice was domesticated in China between 11,500 and 6,200 BC with the earliest known cultivation from 5,700 BC,[21] followed by mung, soy and azuki beans.']","The provided sources indicate that rice was domesticated in China between 11,500 and 6,200 BC, with the earliest known cultivation dating back to 5,700 BC [21]. This domestication process occurred in the Pearl River region of southern China, where the wild rice species *Oryza rufipogon* was the primary genetic origin [51]. The domestication of rice in China was a pivotal development in the history of agriculture, contributing significantly to the growth and sustainability of human populations.

The domestication of rice in China was part of a broader trend of agricultural development that occurred independently in various regions around the world. This process involved the cultivation of a diverse range of plant species, including grains, legumes, and other crops, which allowed for the establishment of settled communities and the growth of civilizations. The domestication of rice in China, in particular, played a crucial role in the development of Chinese agriculture and culture, providing a stable food source that supported the growth of large populations and the development of complex societies.

In summary, the domestication of rice in China between 11,500 and 6,200 BC marked a significant milestone in the history of agriculture. This process involved the cultivation of wild rice species in the Pearl River region and contributed to the growth and sustainability of human populations in China and beyond. The domestication of rice in China was part of a broader trend of agricultural development that occurred independently in various regions around the world, and it played a crucial role in the development of Chinese agriculture and culture. Would you like to know more about the impact of rice domestication on Chinese society or the broader implications of agricultural development in other regions?","[19][20] Rice was domesticated in China between 11,500 and 6,200 BC with the earliest known cultivation from 5,700 BC,[21] followed by mung, soy and azuki beans.",0.086956522,0.904831656,0.334751726,1,1,1,1
167,Where was cotton domesticated?,"['Cotton was domesticated in Peru by 5,600 years ago,[26] and was independently domesticated in Eurasia.']","The domestication of cotton is a significant milestone in human history, marking the beginning of textile production and trade. Cotton was domesticated in multiple regions independently, reflecting the diverse agricultural innovations of ancient civilizations.

### Domestication in the Americas

In the Americas, cotton was domesticated in Peru around 5,600 years ago. This early domestication allowed for the development of textile industries that were crucial for the Andean civilizations. Additionally, cotton was domesticated in Peru by 3,600 BC, further emphasizing its importance in the region [1]. The domestication of cotton in the Americas also included the development of other crops such as squash, coca, peanuts, tomatoes, tobacco, and pineapples, which collectively contributed to the agricultural diversity of the region [1].

### Domestication in Eurasia

Cotton was also independently domesticated in Eurasia. In India, cotton cultivation began by the 5th–4th millennium BC, indicating a long history of textile production in the region [1]. The Indus Valley Civilization, which flourished around this time, is known for its advanced agricultural practices, including the cultivation of cotton. The Harappans, who inhabited the Indus Valley, used cotton for weaving and dyeing clothing, showcasing their sophisticated textile industry [3].

### Domestication in Africa

While the provided sources do not contain specific information about the domestication of cotton in Africa, it is widely known that cotton has been cultivated in various parts of Africa for thousands of years. The exact timeline and regions of domestication in Africa are subjects of ongoing research, but it is clear that cotton has played a significant role in the agricultural and economic development of the continent.

In summary, cotton was domesticated in multiple regions, including Peru and other parts of the Americas, as well as in Eurasia, particularly in India. These independent domestications highlight the global importance of cotton in human history. Further research could explore the specific timelines and methods of cotton domestication in Africa, as well as the cultural and economic impacts of cotton production in different regions. Would you like to know more about the historical significance of cotton, such as its role in trade or its impact on ancient economies?","Cotton was domesticated in Peru by 5,600 years ago,[26] and was independently domesticated in Eurasia.",0.142857143,0.919757295,0.450133284,1,1,1,1
168,Where is the cowles Syndicate of Ohio located?,"['Cowles Syndicate of Ohio in Stoke-upon-Trent England, late 1880s.']","The provided sources do not contain any information about the location of the Cowles Syndicate of Ohio. However, based on general knowledge, the Cowles Syndicate, also known as the Electric Smelting and Aluminum Company, was indeed based in Ohio. The company was involved in the development of electric smelting techniques and played a significant role in the aluminum industry during the late 19th and early 20th centuries. The specific location within Ohio is not detailed in the provided sources, but it is known that the company operated in the United States, with a particular focus on the Midwest region, which includes Ohio.

The Cowles Syndicate's work in electric smelting was pioneering, contributing to the industrial production of aluminum. The company's efforts were part of a broader movement to improve metallurgical processes, which included the development of new techniques for smelting and refining metals. The syndicate's activities were crucial in advancing the aluminum industry, making the metal more accessible and affordable for various applications.

If you are interested in learning more about the Cowles Syndicate or the history of aluminum production, you might want to explore the specific innovations they introduced or their impact on the industrial landscape of the time. Additionally, you could delve into the broader context of metallurgical advancements during the late 19th and early 20th centuries, which saw significant developments in the extraction and processing of various metals.","Cowles Syndicate of Ohio in Stoke-upon-Trent England, late 1880s.",0.157894737,0,0.355269343,1,1,1,1
169,Who proposed a theory that linked the development of cuneiform to a system of clay tokens used?,"['[33]\n\nIn 1977, archaeologist Denise Schmandt-Besserat proposed a theory that linked the development of cuneiform to a system of clay tokens used to track and exchange commodities in southern Mesopotamia from c.\x89Ûä8000 BC.']","The theory that linked the development of cuneiform to a system of clay tokens was proposed by archaeologist Denise Schmandt-Besserat in 1977. This theory suggests that cuneiform writing emerged from a system of clay tokens used to track and exchange commodities in southern Mesopotamia from around 8000 BC. However, this theory is widely contested among researchers of writing systems, with notable critics including Geoffrey Sampson and Christopher Woods.","[33]

In 1977, archaeologist Denise Schmandt-Besserat proposed a theory that linked the development of cuneiform to a system of clay tokens used to track and exchange commodities in southern Mesopotamia from c.Ûä8000 BC.",0.4,0.97994856,0.664966718,1,1,1,1
170,Who proposed a theory that linked the development of cuneiform to a system of clay tokens?,"['[33]\n\nIn 1977, archaeologist Denise Schmandt-Besserat proposed a theory that linked the development of cuneiform to a system of clay tokens used to track and exchange commodities in southern Mesopotamia from c.\x89Ûä8000 BC.']","The provided sources contain information about the development of cuneiform and the theory that links it to a system of clay tokens. In 1977, archaeologist **Denise Schmandt-Besserat** proposed a theory that linked the development of cuneiform to a system of clay tokens used to track and exchange commodities in southern Mesopotamia from around 8000 BC [31]. This theory suggests that the use of clay tokens for accounting and record-keeping evolved into the more complex system of cuneiform writing. However, it is important to note that this theory is widely contested among researchers of writing systems, with some arguing against a causal link [30].","[33]

In 1977, archaeologist Denise Schmandt-Besserat proposed a theory that linked the development of cuneiform to a system of clay tokens used to track and exchange commodities in southern Mesopotamia from c.Ûä8000 BC.",0.5,0.877299973,0.735433642,1,1,1,1
171,How old is the earliest known figurative cave painting in Europe?,"['Dating back to 40,000BC, El Castillo hosts the earliest figurative cave painting in Europe known to date.']","The earliest known figurative cave painting in Europe is found in the Cave of El Castillo, located in Puente Viesgo, Cantabria, Spain. This painting dates back to approximately 40,000 BC, making it the oldest known figurative cave art in Europe. The dating of these paintings was confirmed by a 2012 study using the uranium-thorium method, which provided a more precise age estimate for the artwork. Prior to this discovery, the oldest known figurative cave paintings were believed to be those found in the Chauvet Cave in France, which were dated to earlier than 30,000 BC. However, the El Castillo paintings predate these by several thousand years, establishing them as the earliest known examples of figurative art in Europe [20][21].

The Cave of El Castillo is renowned for its rich collection of Paleolithic art, which includes a variety of animal figures and abstract symbols. The paintings in this cave provide valuable insights into the artistic and cultural practices of early human societies in Europe. The discovery of these paintings has significantly contributed to our understanding of the development of art and human expression during the Upper Paleolithic period.

The Cave of El Castillo is part of a larger complex of caves in the region of Cantabria, which is known for its extensive collection of prehistoric art. The caves in this area have been studied extensively by archaeologists and paleoanthropologists, who have uncovered a wealth of information about the lives and cultures of the people who inhabited the region during the Paleolithic era. The paintings in the Cave of El Castillo are just one example of the many remarkable artifacts and artworks that have been discovered in this region, which continues to be an important site for research into the early history of human civilization.

The discovery of the Cave of El Castillo paintings has also raised important questions about the origins of art and the development of human creativity. The fact that these paintings are among the oldest known examples of figurative art in Europe suggests that the ability to create and appreciate art may have emerged much earlier in human history than previously thought. This has led to a re-evaluation of the role of art in early human societies and the ways in which it may have contributed to the development of culture and social organization.

In conclusion, the Cave of El Castillo paintings represent a significant milestone in the history of art and human expression. Their discovery has provided valuable insights into the artistic and cultural practices of early human societies in Europe and has raised important questions about the origins of art and the development of human creativity. The continued study of these paintings and other prehistoric artworks in the region of Cantabria will undoubtedly contribute to our understanding of the early history of human civilization and the ways in which art has shaped our collective cultural heritage. Would you like to know more about the Cave of El Castillo or other significant sites of prehistoric art?","Dating back to 40,000BC, El Castillo hosts the earliest figurative cave painting in Europe known to date.",0.161290323,0.972082813,0.427533805,1,1,1,1
172,Who invented the movable-type printing press in 1440?,"['[1][2]\n\nIn Germany, around 1440, the goldsmith Johannes Gutenberg invented the movable-type printing press, which started the Printing Revolution.']","The invention of the movable-type printing press in 1440 is attributed to Johannes Gutenberg, a goldsmith from Germany. This innovation marked the beginning of the Printing Revolution, significantly transforming the dissemination of information and knowledge across Europe. Gutenberg's movable-type printing press was modeled on the design of existing screw presses and could produce up to 3,600 pages per workday, a substantial increase compared to the forty pages produced by hand-printing and the few pages by hand-copying [1][3][4]. This technological advancement drastically reduced the cost of printing books and other documents, particularly for shorter print runs, and laid the foundation for the mass production of printed materials [1].

Gutenberg's invention involved two key components: the hand mould and the movable-type printing press. The hand mould allowed for the precise and rapid creation of metal movable type in large quantities, while the printing press itself enabled the efficient transfer of text onto paper. This combination of innovations made it possible to produce books and other printed materials on an unprecedented scale, leading to a rapid spread of printed materials across Europe [1].

The impact of Gutenberg's invention was profound. Within several decades, the movable-type printing press spread to over 200 cities in a dozen European countries, and by 1500, printing presses in operation throughout Western Europe had produced more than 20 million volumes [5]. This technological breakthrough facilitated the widespread dissemination of ideas, contributing to the Renaissance, the Reformation, and the rise of proto-nationalism across Europe [9].

In summary, Johannes Gutenberg's invention of the movable-type printing press in 1440 revolutionized the way information was shared and preserved, setting the stage for the modern era of mass communication and knowledge dissemination. The rapid spread of printed materials across Europe transformed societal structures, challenged existing authorities, and fostered the development of vernacular languages and literacies.","[1][2]

In Germany, around 1440, the goldsmith Johannes Gutenberg invented the movable-type printing press, which started the Printing Revolution.",0.107142857,0.896290833,0.377401105,0.5,1,0.5,0.666666667
173,How many pages could a single Renaissance mvp printing press produce per workday?,"['Modelled on the design of existing screw presses, a single Renaissance movable-type printing press could produce up to 3,600 pages per workday,[3] compared to forty by hand-printing and a few by hand-copying.']","The provided sources contain information about the productivity of a single Renaissance movable-type printing press. Around 1440, Johannes Gutenberg invented the movable-type printing press in Germany, which significantly increased the efficiency of printing. A single Renaissance movable-type printing press could produce up to 3,600 pages per workday [1]. This was a substantial improvement compared to hand-printing, which could produce only forty pages per day, and hand-copying, which was even slower [1].

The printing press's design, modeled on existing screw presses, allowed for rapid and precise creation of metal movable type in large quantities. This innovation drastically reduced the cost of printing books and other documents, particularly for shorter print runs [1].

In summary, the invention of the movable-type printing press by Johannes Gutenberg marked a pivotal moment in the history of printing. The press's ability to produce up to 3,600 pages per workday revolutionized the dissemination of information and laid the foundation for the Printing Revolution [1].

Would you like to know more about the impact of the printing press on society or the technological advancements that followed?","Modelled on the design of existing screw presses, a single Renaissance movable-type printing press could produce up to 3,600 pages per workday,[3] compared to forty by hand-printing and a few by hand-copying.",0.5,0.963244933,0.954858714,0.5,1,0.5,0.666666667
174,When did evidence of widespread control of fire by anatomically modern humans date to?,"['[11] Evidence of widespread control of fire by anatomically modern humans dates to approximately 125,000 years ago.']","The provided sources indicate that evidence of widespread control of fire by anatomically modern humans dates to approximately 125,000 years ago [12]. This period marks a significant milestone in human evolution, as it suggests that early humans had developed the capability to regularly and systematically use fire for various purposes, such as cooking, heating, and toolmaking. The control of fire would have had profound implications for human survival and societal development, enabling early humans to adapt to diverse environments and improve their quality of life.

The ability to control fire allowed early humans to cook food, which made it easier to digest and more nutritious, potentially leading to better health and increased brain size. Fire also provided warmth and light, which would have been crucial for survival in colder climates and during the night. Additionally, fire was used for toolmaking, as early humans heated and treated stones to create more effective tools. This technological advancement would have enhanced their ability to hunt, gather resources, and defend themselves against predators.

The widespread control of fire by anatomically modern humans around 125,000 years ago is a testament to their growing cognitive and technological capabilities. This period likely saw the development of more complex social structures and cultural practices, as early humans began to rely on fire for various aspects of their daily lives. The control of fire would have also facilitated the spread of early human populations across different regions, as they could adapt to new environments and overcome challenges posed by climate and geography.

In summary, the evidence of widespread control of fire by anatomically modern humans around 125,000 years ago is a critical milestone in human evolution. It highlights the growing sophistication of early human societies and their ability to harness natural resources for survival and development. The control of fire would have had far-reaching implications for human history, shaping the course of our species' evolution and paving the way for future technological and cultural advancements. Would you like to know more about this topic, such as the specific uses of fire by early humans or the impact of fire control on human evolution?","[11] Evidence of widespread control of fire by anatomically modern humans dates to approximately 125,000 years ago.",0.04,0.94568582,0.380461649,0.5,1,0.5,0.666666667
175,When did evidence of widespread control of fire by anatomically modern humans date?,"['[11] Evidence of widespread control of fire by anatomically modern humans dates to approximately 125,000 years ago.']","The earliest evidence of widespread control of fire by anatomically modern humans dates to approximately 125,000 years ago [12]. This period marks a significant milestone in human evolution, as the mastery of fire played a crucial role in the development of early human societies. The ability to control fire allowed for cooking, which improved nutrition and digestion, and provided warmth and protection against predators. It also facilitated the development of more advanced tools and technologies, as well as the creation of social structures around communal fire sites.

The control of fire by anatomically modern humans is part of a broader timeline of fire use by early hominids. Evidence suggests that the use of fire began much earlier, with some of the earliest known traces of controlled fire dating back to around 1 million years ago [2][3]. Sites like Wonderwerk Cave in South Africa and Gesher Benot Ya’aqov in Israel provide some of the earliest archaeological evidence of fire use by early hominids [3][4][5]. These findings indicate that the control of fire was a gradual process that evolved over hundreds of thousands of years, with different hominid species developing varying degrees of fire mastery.

The widespread control of fire by anatomically modern humans around 125,000 years ago represents a critical turning point in human history. It enabled significant advancements in technology, social organization, and cultural development. The mastery of fire allowed early humans to expand their habitats, adapt to diverse environments, and lay the foundation for the complex societies that would emerge in the subsequent millennia. The control of fire is thus a pivotal element in understanding the evolution of human civilization and the development of modern human behavior.","[11] Evidence of widespread control of fire by anatomically modern humans dates to approximately 125,000 years ago.",0.04,0.978326732,0.336587976,0.333333333,1,1,0.5
176,How many institutes are there at SymBiosis?,['Symbiosis has a total of 49 institutes across various disciplines throughout the world.'],"The provided sources contain information about the number of institutes at Symbiosis International University. Symbiosis International University has a total of 49 institutes across various disciplines throughout the world[1]. These institutes cover a wide range of fields, including law, management, computer studies, medical and health sciences, media and communication, humanities and social sciences, engineering, and architecture and design[1].

The Symbiosis Skills and Professional University, on the other hand, is a separate entity that focuses on skill-building and development. It offers diplomas, degrees, and certificates in fields such as automobile, construction, mechatronics, software engineering, computer science, IT, beauty and wellness, data science, retail, logistics and ports, and architecture[2].

If you are interested in a specific type of institute or have any other questions about Symbiosis, feel free to ask.",Symbiosis has a total of 49 institutes across various disciplines throughout the world.,0.4,0.911775876,0.353304,0.333333333,1,0.5,0.5
177,"Which university has campuses across the country at New Delhi, Navi Mumbai, Sangli, Pune, Solapur, Kolhapur, Karad, Satara, and Panchgani?","['Bharati Vidyapeeth has campuses across the country at New Delhi, Navi Mumbai, Sangli, Pune, Solapur, Kolhapur, Karad, Satara, and Panchgani.']","The university that has campuses across the country at New Delhi, Navi Mumbai, Sangli, Pune, Solapur, Kolhapur, Karad, Satara, and Panchgani is **Bharati Vidyapeeth Deemed University**[1]. Bharati Vidyapeeth is a private deemed-to-be university established in Pune, India. It offers a wide range of programs across various disciplines, including medicine, dentistry, ayurveda, homeopathy, nursing, pharmacy, engineering, management, hotel management, catering technology, environmental science, and agriculture[1].

## Campus Locations

Bharati Vidyapeeth's extensive network of campuses ensures that students have access to quality education across multiple regions in India. The campuses are strategically located to cater to diverse educational needs and provide a comprehensive learning experience. The university's presence in these cities reflects its commitment to expanding educational opportunities and fostering academic excellence nationwide.

## Academic Programs

The university offers a diverse array of academic programs designed to meet the evolving needs of students and the job market. Some of the key programs include:

- **Medical and Dental Sciences**: Bharati Vidyapeeth University Medical College and other health science programs.
- **Pharmacy**: Programs in pharmacy that are approved by the Pharmacy Council of India.
- **Engineering and Technology**: Various engineering disciplines to cater to the growing demand in the tech industry.
- **Management and Business Studies**: Programs in management and business administration to prepare students for leadership roles.
- **Hotel Management and Catering Technology**: Programs focused on the hospitality industry.
- **Environmental Science and Agriculture**: Programs that address contemporary issues in environmental sustainability and agriculture.

## Conclusion

Bharati Vidyapeeth Deemed University's extensive campus network and diverse academic offerings make it a significant player in the Indian higher education landscape. The university's commitment to academic excellence and its strategic locations across the country ensure that students have access to quality education and a wide range of opportunities for personal and professional growth. If you are considering higher education in India, Bharati Vidyapeeth Deemed University is a strong contender with a proven track record of success. Would you like to know more about the specific programs offered at Bharati Vidyapeeth Deemed University or the admission process?","Bharati Vidyapeeth has campuses across the country at New Delhi, Navi Mumbai, Sangli, Pune, Solapur, Kolhapur, Karad, Satara, and Panchgani.",0.125,1,0.307203323,0.111111111,1,0.333333333,0.2
178,When did the Government of India grant TMV its status?,['This deemed-to-be university was given its status by the Government of India in 1987 in recognition of its contribution to the education sector.'],"The Government of India granted Tilak Maharashtra Vidyapeeth University (TMVU) its deemed-to-be university status in 1987, recognizing its significant contributions to the education sector. This status acknowledges the university's long-standing commitment to academic excellence and its origins dating back to the pre-independence period【9†source】【10†source】【11†source】【12†source】.",This deemed-to-be university was given its status by the Government of India in 1987 in recognition of its contribution to the education sector.,0,0.886616485,0.72120594,0.333333333,1,0.5,0.5
179,When was the University established as a State Private University?,['The University has been established as a State Private University through Maharashtra Government Act in the year 2017.'],The University of Vishwakarma was established as a State Private University in 2017 through the Maharashtra Government Act [1].,The University has been established as a State Private University through Maharashtra Government Act in the year 2017.,0,0.834373665,0.983940349,0.333333333,1,0.5,0.5
180,How many parts are the Student Learning Outcomes (SLOs) in the Agricultural Operations Management program?,"['Before Graduating Students Must\nComplete modules, assignments, exams, projects, and presentations that fulfill the Student Learning Outcomes (SLOs) in the Agricultural Operations Management program, presented in three parts.']","The Student Learning Outcomes (SLOs) in the Agricultural Operations Management (AOM) program are presented in three parts. These parts cover fundamental concepts, skills, and processes in AOM, critical thinking, and communication skills. The SLOs are designed to ensure that students meet the expectations, goals, and learning outcomes of the program [1].","Before Graduating Students Must
Complete modules, assignments, exams, projects, and presentations that fulfill the Student Learning Outcomes (SLOs) in the Agricultural Operations Management program, presented in three parts.",0.222222222,0.948367158,0.336950757,1,1,1,1
181,"When was Dr. D. Y. Patil Vidyapeeth established as a ""Deemed-to-be-University""?","['In 2003, Dr. D. Y. Patil Vidyapeeth (DPU), Pune, was established as a ""Deemed-to-be-University"" under Section 3 of the UGC Act 1956.']","Dr. D. Y. Patil Vidyapeeth (DPU), Pune, was established as a ""Deemed-to-be-University"" in 2003 under Section 3 of the UGC Act 1956. The Government of India, MHRD, on the advice of UGC, declared it a Deemed-to-be University on 11th January 2003 [1]. Initially, it comprised the Dr. D. Y. Patil Medical College, Hospital, and Research Centre in Pimpri, Pune. Over the years, the Vidyapeeth has expanded significantly, adding numerous constituent institutions under its umbrella.","In 2003, Dr. D. Y. Patil Vidyapeeth (DPU), Pune, was established as a ""Deemed-to-be-University"" under Section 3 of the UGC Act 1956.",0.2,0.928133905,0.667461223,0.333333333,1,1,0.5
182,How many acres of green expanse is FLAME University spread over?,"['Spread over 70 acres of green expanse, FLAME University stands tall in the heart of Pune.']",FLAME University is spread over 70 acres of green expanse [1].,"Spread over 70 acres of green expanse, FLAME University stands tall in the heart of Pune.",1,0.945403047,0.733589756,1,1,1,1
183,What is the first skill-building and development university in the state of Maharastra?,"['[1] Established by the Symbiosis Open Education Society, Symbiosis Skills and Professional University is the first skill-building and development university in the state of Maharastra.']","The first skill-building and development university in the state of Maharashtra is **Symbiosis Skills and Professional University (SSPU)**. Established by the Symbiosis Open Education Society, SSPU was created to focus on creating industry-ready youth who can work efficiently and effectively in various organizations. The university offers diplomas, degrees, and certificates in a wide range of fields, including Automobile, Construction, Mechatronics, Software Engineering, Computer Science, IT, Beauty and Wellness, Data Science, Retail, Logistics and Ports, and Architecture [1].

The university was officially enacted through a legislation bill passed on May 3, 2017, making it a pioneering institution in the state's educational landscape. SSPU has also built strong ties with leading organizations for joint-curriculum development, ensuring that its programs are aligned with industry needs. Some of the notable industry partners include Shopper Stop, Daikin, LSC, and Enrich [1].

The university's commitment to skill development and its industry partnerships reflect its mission to prepare students for the workforce by providing them with practical and relevant education. This focus on industry readiness is a key aspect of SSPU's educational philosophy, aiming to bridge the gap between academic learning and professional application.

Would you like to know more about the specific programs offered by SSPU or its industry partnerships?","[1] Established by the Symbiosis Open Education Society, Symbiosis Skills and Professional University is the first skill-building and development university in the state of Maharastra.",0.214285714,0.984674527,0.424755832,1,1,1,1
184,Who was the second principal of Ferguson College?,"['[7] Social reformer, journalist, thinker and educationist Gopal Ganesh Agarkar served as the second principal from August 1892, till his death in June 1895.']","The second principal of Fergusson College was **Gopal Ganesh Agarkar**. He served in this role from August 1892 until his death in June 1895. Agarkar was a notable social reformer, journalist, thinker, and educationist, known for his contributions to the educational and social landscape of India [1].","[7] Social reformer, journalist, thinker and educationist Gopal Ganesh Agarkar served as the second principal from August 1892, till his death in June 1895.",1,0.936655515,0.887635273,1,1,1,1
185,In what year was the Deccan Education Society formed?,"[""Inspired by the school's success, the Deccan Education Society was formed in 1884; a year later the Fergusson College was established.""]","The Deccan Education Society was formed in 1884 [1]. This society was established by prominent Indian nationalists, including Bal Gangadhar Tilak, Vishnushastri Chiplunkar, and Gopal Ganesh Agarkar, with the aim of advancing the education system in India following the Indian Rebellion of 1857 [1]. The society's efforts led to the creation of the New English School and subsequently the Fergusson College in 1885 [1].

The Deccan Education Society played a crucial role in the educational reform movement in India, focusing on providing modern education to the Indian public. The society's initiatives were inspired by the success of the New English School, which was founded to promote general advancement and reform in the education system [1].

Would you like to know more about the Deccan Education Society, such as its founding members or its impact on Indian education?","Inspired by the school's success, the Deccan Education Society was formed in 1884; a year later the Fergusson College was established.",0.166666667,0.915198101,0.425809366,1,1,1,1
186,When was the Deccan Education Society formed?,"[""Inspired by the school's success, the Deccan Education Society was formed in 1884; a year later the Fergusson College was established.""]","The Deccan Education Society was formed in 1884. This society was established by prominent Indian nationalists, including Bal Gangadhar Tilak, Vishnushastri Chiplunkar, and Gopal Ganesh Agarkar, who were inspired by the success of the New English School. The society played a crucial role in the establishment of Fergusson College the following year [1].","Inspired by the school's success, the Deccan Education Society was formed in 1884; a year later the Fergusson College was established.",0.25,0.960306265,0.606662463,0.5,1,0.5,0.666666667
187,Who was the first principal of Ferguson College?,['[6] Professor Vaman Shivram Apte was its first principal.'],"The first principal of Fergusson College was Professor Vaman Shivram Apte. He played a pivotal role in the establishment and early development of the college, which was founded in 1885 by a group of prominent Indian nationalists and educators, including Bal Gangadhar Tilak, Vishnushashtri Chiplunkar, Mahadeo Ballal Namjoshi, and Gopal Ganesh Agarkar [6][7]. The college, named after Sir James Fergusson, the Governor of Bombay, has a rich history of academic excellence and political influence, having produced several notable figures in Indian politics, including two Indian Prime Ministers [9][10][11][12][13].

The college's journey began with a vision to modernize the education system in India, inspired by the success of the New English School. The Deccan Education Society, formed in 1884, laid the groundwork for Fergusson College, which was inaugurated by William Wordsworth, a grandson of the British poet and principal of Elphinstone College in Bombay. The British colonial government allowed the college to remain autonomous, giving it a free hand in education [16].

Fergusson College has since grown to offer a wide range of courses in arts and science, with a junior wing for students graduating from school and a senior wing offering bachelor's and master's degrees in various disciplines. The college's heritage status, granted by the central government and UGC in 2015, ensures financial support for the conservation of its campus and buildings [14].

In summary, Fergusson College's legacy is marked by its founders' commitment to education and reform, its autonomous status, and its significant contributions to Indian politics and academia. The college continues to uphold its founders' vision, producing leaders and scholars who shape the nation's future. If you are interested in learning more about the college's history or its current programs, feel free to ask.",[6] Professor Vaman Shivram Apte was its first principal.,0.04,0.923434987,0.256581023,0.2,1,0.2,0.333333333
188,When will students be notified if they are selected for a scholarship?,"['If selected for one of our merit-based scholarships, students will be notified via email and status page update by mid-March.']","Students who are selected for a merit-based scholarship will be notified via email and status page update by mid-March. This notification process is part of the university's scholarship awarding system, which does not require a separate application and is based on a holistic review of the student's academic and extracurricular achievements [1].","If selected for one of our merit-based scholarships, students will be notified via email and status page update by mid-March.",0.428571429,0.962393367,0.686222834,0.5,1,1,0.666666667
189,How many academic departments does the university house?,['[4] The university houses 46 academic departments.'],"The provided sources mention two universities: Savitribai Phule Pune University (SPPU) and the University of Oxford. Savitribai Phule Pune University houses 46 academic departments [1][2]. The University of Oxford, on the other hand, is organized into four divisions, each comprising a range of academic departments, but the exact number of departments is not specified in the provided sources [3].

The University of Hamburg offers 149 different majors through six faculties, but the number of academic departments is not explicitly stated [5]. The provided sources do not contain any information about the number of academic departments at IIT Madras [4].

In summary, Savitribai Phule Pune University has 46 academic departments. The number of academic departments at the University of Oxford and the University of Hamburg is not specified in the provided sources. If you are interested in the number of academic departments at a specific university, please provide more details or clarify your query.",[4] The university houses 46 academic departments.,0,0,0.435344421,0.125,1,0.142857143,0.222222222
190,When was the Pimpri Chinchwad College of Engineering established?,"['Pimpri Chinchwad College of Engineering (PCCOE)[1][2] is an autonomous engineering college in the city of Pune, India, established in the year 1999.']","The Pimpri Chinchwad College of Engineering (PCCOE) was established in the year 1999. It is an autonomous engineering college located in the city of Pune, India. The college is affiliated with Savitribai Phule Pune University (SPPU), formerly known as the University of Pune. PCCOE offers a range of undergraduate and postgraduate programs in various engineering disciplines, including Civil Engineering, Computer Engineering, Information Technology, Electronics and Telecommunication Engineering, and Mechanical Engineering. The college has received several accolades and accreditations, including NBA accreditation for multiple engineering programs and NAAC accreditation with an 'A' grade. Additionally, PCCOE has been recognized under the 2(f) and 12(B) UGC scheme and has Ph.D. research centers in several engineering disciplines. The college has also been ranked among the top engineering colleges in India by various educational surveys and rankings.","Pimpri Chinchwad College of Engineering (PCCOE)[1][2] is an autonomous engineering college in the city of Pune, India, established in the year 1999.",0.176470588,0.887006567,0.459734512,1,1,1,1
191,"What is the name of the autonomous engineering college in the city of Pune, India?","['Pimpri Chinchwad College of Engineering (PCCOE)[1][2] is an autonomous engineering college in the city of Pune, India, established in the year 1999.']","The provided sources mention several engineering colleges in Pune, India, some of which have autonomous status. Here are the details:

### Autonomous Engineering Colleges in Pune

- **Vishwakarma Institute of Information Technology (VIIT)**: Established in 2002, VIIT is an autonomous institute of engineering in Pune. It is affiliated with Savitribai Phule Pune University and was granted autonomous status by the University Grants Commission in 2017 [1].

- **Pimpri Chinchwad College of Engineering (PCCOE)**: Established in 1999, PCCOE is an autonomous engineering college in Pune. It is affiliated with Savitribai Phule Pune University [2].

- **Sinhgad College of Engineering (SCOE)**: SCOE is a private engineering college located in Vadgaon, Pune. It is affiliated with Savitribai Phule Pune University and is known for its academic excellence and focus on research [6].

### Other Notable Engineering Colleges in Pune

- **College of Engineering Pune (COEP) Technological University**: Established in 1854, COEP is one of the oldest engineering institutes in India. It was converted into an independent technological university by the Government of Maharashtra in 2022 [3].

- **Dhole Patil College of Engineering (DPCOE)**: Established in 2008, DPCOE is an engineering college affiliated with the University of Pune. It is known for being the first college in Pune to offer undergraduate engineering degrees in Automobile Engineering [4].

- **Bharati Vidyapeeth Deemed University**: Bharati Vidyapeeth is a private deemed university established in Pune. It has multiple campuses across India and offers a wide range of courses, including engineering [8].

### Conclusion

While the provided sources mention several engineering colleges in Pune, the autonomous engineering colleges specifically highlighted are Vishwakarma Institute of Information Technology (VIIT), Pimpri Chinchwad College of Engineering (PCCOE), and Sinhgad College of Engineering (SCOE). If you are looking for more information about these colleges or need details on other engineering institutions in Pune, feel free to ask.","Pimpri Chinchwad College of Engineering (PCCOE)[1][2] is an autonomous engineering college in the city of Pune, India, established in the year 1999.",0.136363636,0.954100584,0.351281705,0.166666667,1,0.166666667,0.285714286
192,When was the first Indo-German agreement signed?,"['The first Indo-German agreement in Bonn, West Germany for the establishment of the Indian Institute of Technology at Madras was signed in 1959.']","The first Indo-German agreement was signed in 1959. This agreement, which took place in Bonn, West Germany, was pivotal for the establishment of the Indian Institute of Technology at Madras. The German Government offered technical assistance for creating an institute of higher education in engineering in India, leading to the formal inauguration of IIT Madras in the same year [1].","The first Indo-German agreement in Bonn, West Germany for the establishment of the Indian Institute of Technology at Madras was signed in 1959.",0.6,0.953268216,0.804189553,1,1,1,1
