,user_input,Expected Source,Actual Sources,response,reference,answer_relevancy,answer_correctness,Precision,Recall,Reranker Score,F1 Score
175,How many pages could a single Renaissance mvp printing press produce per workday?,The invention of the printing press,['The invention of the printing press'],"The provided sources contain information about the productivity of a single Renaissance movable-type printing press. Around 1440, Johannes Gutenberg invented the movable-type printing press in Germany, which significantly increased the efficiency of printing. A single Renaissance movable-type printing press could produce up to 3,600 pages per workday [3]. This was a substantial improvement compared to hand-printing, which could produce only forty pages per day, and hand-copying, which was even slower [4].

The printing press's design, modeled on existing screw presses, allowed for rapid and precise creation of metal movable type in large quantities. This innovation drastically reduced the cost of printing books and other documents, particularly for shorter print runs. The efficiency of the printing press is further illustrated by a woodcut from 1568, which shows two printers working together to produce approximately 3,600 pages in a single working day [3].

In summary, the Renaissance movable-type printing press revolutionized the printing industry by enabling the production of up to 3,600 pages per workday, a feat that was unattainable through hand-printing or hand-copying methods. This technological advancement laid the foundation for the Printing Revolution, which transformed the dissemination of knowledge and information across Europe. If you are interested in learning more about the impact of the printing press on society, you might want to explore how it influenced the spread of ideas during the Reformation or its role in the development of modern publishing.","Modelled on the design of existing screw presses, a single Renaissance movable-type printing press could produce up to 3,600 pages per workday,[3] compared to forty by hand-printing and a few by hand-copying.",0.962519318,0.809342168,1,1,1,1
176,When did evidence of widespread control of fire by anatomically modern humans date to?,The discovery of fire,['The discovery of fire'],"The provided sources indicate that evidence of widespread control of fire by anatomically modern humans dates to approximately 125,000 years ago [12]. This period marks a significant milestone in human evolution, as the mastery of fire allowed early humans to cook food, stay warm, and protect themselves from predators. The ability to control fire also facilitated the development of more advanced tools and technologies, contributing to the overall progress of human civilization.

The control of fire by anatomically modern humans is a testament to their ingenuity and adaptability. It enabled them to expand their habitats into colder regions and to develop more complex social structures. The use of fire for cooking also improved their diet, making food more digestible and nutritious. This, in turn, likely contributed to the physical and cognitive development of early humans.

While the sources provide a clear timeline for the widespread control of fire by anatomically modern humans, they do not delve into the specific techniques or tools used to create and maintain fires. Further research could explore these aspects, shedding more light on the technological advancements that accompanied the mastery of fire. Additionally, studying the cultural and social implications of fire control could provide deeper insights into the lives of our early ancestors. Would you like to know more about the technological advancements that accompanied the mastery of fire, or perhaps the cultural and social implications of fire control?","[11] Evidence of widespread control of fire by anatomically modern humans dates to approximately 125,000 years ago.",0.979842275,0.285584784,1,1,1,1
177,When did evidence of widespread control of fire by anatomically modern humans date?,The discovery of fire,['The discovery of fire'],"The provided sources indicate that evidence of widespread control of fire by anatomically modern humans dates to approximately 125,000 years ago [12]. This period marks a significant milestone in human evolution, as the mastery of fire allowed early humans to cook food, stay warm, and protect themselves from predators. The ability to control fire also facilitated the development of more advanced tools and technologies, contributing to the overall progress of human civilization.

The control of fire by anatomically modern humans is a testament to their ingenuity and adaptability. The use of fire for cooking, for instance, made food more digestible and nutritious, which likely had positive impacts on human health and cognitive development. Additionally, the ability to create and maintain fires provided early humans with a means of defense against dangerous animals and a way to illuminate their surroundings during the night.

The evidence of widespread control of fire by anatomically modern humans is supported by various archaeological findings. For example, sites such as Pinnacle Point in South Africa have yielded evidence of early modern humans using fire to heat-treat silcrete stone for toolmaking around 164,000 years ago [11]. This practice not only improved the quality of the tools but also demonstrates the sophisticated use of fire in daily activities.

In summary, the control of fire by anatomically modern humans around 125,000 years ago was a pivotal development that had far-reaching implications for human survival, technology, and societal advancement. The mastery of fire allowed early humans to adapt to their environment more effectively, leading to significant progress in various aspects of their lives. Would you like to know more about the specific archaeological sites that provide evidence of fire control by anatomically modern humans?","[11] Evidence of widespread control of fire by anatomically modern humans dates to approximately 125,000 years ago.",0.947384474,0.47827386,1,1,1,1
178,How many institutes are there at SymBiosis?,Symbiosis International University,"['Symbiosis International University', 'Symbiosis Skills and Professional University']","The provided sources contain information about the number of institutes at Symbiosis International University. Symbiosis International University has a total of 49 institutes across various disciplines throughout the world [1]. These institutes cover a wide range of fields, including law, management, computer studies, medical and health sciences, media and communication, humanities and social sciences, engineering, and architecture and design [1].

The provided sources do not contain any information about the number of institutes at Symbiosis Skills and Professional University. However, it is known that Symbiosis Skills and Professional University offers diplomas, degrees, and certificates in various fields such as automobile, construction, mechatronics, software engineering, computer science and IT, beauty and wellness, data science, retail, logistics and ports, and architecture [2]. The main objective of this university is to create industry-ready youth who can work efficiently and effectively in an organization [2].

Would you like to know more about the specific institutes under Symbiosis International University or Symbiosis Skills and Professional University?",Symbiosis has a total of 49 institutes across various disciplines throughout the world.,0.887925397,0.495073375,0.5,1,1,0.666666667
179,"Which university has campuses across the country at New Delhi, Navi Mumbai, Sangli, Pune, Solapur, Kolhapur, Karad, Satara, and Panchgani?",Bharati Vidyapeeth Deemed University,"['Bharati Vidyapeeth Deemed University', 'Vishwakarma University', 'Tilak Maharashtra Vidyapeeth University']","The university that has campuses across the country at New Delhi, Navi Mumbai, Sangli, Pune, Solapur, Kolhapur, Karad, Satara, and Panchgani is **Bharati Vidyapeeth Deemed University**. Bharati Vidyapeeth is a private deemed-to-be university established in Pune, India. It operates multiple campuses across the country, offering a wide range of programs in various fields such as medicine, dentistry, ayurveda, homeopathy, nursing, pharmacy, engineering, management, hotel management, catering technology, environmental science, and agriculture [1].

## Campus Locations

Bharati Vidyapeeth's extensive network of campuses ensures that students have access to quality education in diverse locations. The campuses are strategically located to cater to students from different regions, providing them with opportunities to pursue their academic goals in a conducive environment. The university's presence in multiple cities also facilitates collaboration and exchange of knowledge among students and faculty from different parts of the country.

## Academic Programs

The university offers a comprehensive range of academic programs designed to meet the needs of students across various disciplines. Some of the notable programs include:

- **Medical College**: Bharati Vidyapeeth University Medical College is renowned for its medical education and research facilities [1].
- **Dentistry**: The university offers programs in dentistry, focusing on oral health and dental care.
- **Ayurveda and Homeopathy**: Bharati Vidyapeeth provides education in traditional systems of medicine, including ayurveda and homeopathy.
- **Nursing**: The nursing programs are designed to train students in patient care and healthcare management.
- **Pharmacy**: The pharmacy programs cover various aspects of pharmaceutical sciences and drug development.
- **Engineering**: The engineering programs offer specialized courses in different branches of engineering.
- **Management**: The management programs focus on business administration, entrepreneurship, and leadership skills.
- **Hotel Management and Catering Technology**: These programs prepare students for careers in the hospitality and tourism industry.
- **Environmental Science and Agriculture**: The university offers programs in environmental science and agriculture, addressing contemporary issues related to sustainability and food security.

## Conclusion

Bharati Vidyapeeth Deemed University's extensive network of campuses and diverse academic programs make it a prominent institution in India's educational landscape. The university's commitment to academic excellence and its focus on holistic development ensure that students receive a well-rounded education that prepares them for successful careers. If you are interested in pursuing higher education in any of the fields mentioned, Bharati Vidyapeeth could be an excellent choice. Would you like to know more about the specific programs offered by Bharati Vidyapeeth or the admission process?","Bharati Vidyapeeth has campuses across the country at New Delhi, Navi Mumbai, Sangli, Pune, Solapur, Kolhapur, Karad, Satara, and Panchgani.",1,0.34377561,0.333333333,1,1,0.5
180,When did the Government of India grant TMV its status?,Tilak Maharashtra Vidyapeeth University,['Tata_Motors.pdf'],"The provided sources do not contain any information about the status of TMV (Tata Motors Vehicle) granted by the Government of India. However, I can provide some general information based on common knowledge.

The Government of India has historically played a significant role in the development and regulation of the automotive industry, including the granting of various statuses and licenses to companies. For instance, the Government of India has granted special licenses to companies for the manufacture and operation of commercial vehicles. These licenses have been crucial for the growth and expansion of the automotive sector in the country.

For specific details about the status granted to Tata Motors Vehicle (TMV) by the Government of India, it would be best to refer to official government records or Tata Motors' corporate history. If you have any other questions or need further information, feel free to ask.",This deemed-to-be university was given its status by the Government of India in 1987 in recognition of its contribution to the education sector.,0,0.19480617,0,0,0,0
181,When was the University established as a State Private University?,Vishwakarma University,"['Massachusetts Institute of Technology', 'University of Southern California', 'Savitribai Phule Pune University', 'The top universities in Pune', 'Vishwakarma University', 'Flame University', 'Stanford University', 'University of Pennsylvania', 'University of Freiburg']",The University of Vishwakarma was established as a State Private University in 2017 through the Maharashtra Government Act [2].,The University has been established as a State Private University through Maharashtra Government Act in the year 2017.,0.83573721,0.983903034,0.111111111,1,0.2,0.2
182,How many parts are the Student Learning Outcomes (SLOs) in the Agricultural Operations Management program?,Agricultural Operations Management,"['Accounting', 'Agricultural Operations Management', 'Art History']","The provided sources indicate that the Student Learning Outcomes (SLOs) in the Agricultural Operations Management (AOM) program are presented in three parts. These parts are designed to ensure that students meet the expectations, goals, and learning outcomes of the program. The SLOs are either introduced, reinforced, and/or assessed in the required courses within the AOM major [1].","Before Graduating Students Must
Complete modules, assignments, exams, projects, and presentations that fulfill the Student Learning Outcomes (SLOs) in the Agricultural Operations Management program, presented in three parts.",0.937874991,0.352922972,0.333333333,1,0.5,0.5
183,"When was Dr. D. Y. Patil Vidyapeeth established as a ""Deemed-to-be-University""?","Dr. D. Y. Patil Vidyapeeth, Pune","['Bharati Vidyapeeth Deemed University', 'Ajeenkya DY Patil University', 'Dr. D. Y. Patil Vidyapeeth, Pune']","Dr. D. Y. Patil Vidyapeeth (DPU), Pune, was established as a ""Deemed-to-be-University"" in 2003 under Section 3 of the UGC Act 1956. The Government of India, MHRD, on the advice of UGC, declared it a Deemed-to-be University on 11th January 2003 [1].","In 2003, Dr. D. Y. Patil Vidyapeeth (DPU), Pune, was established as a ""Deemed-to-be-University"" under Section 3 of the UGC Act 1956.",0.962579418,0.671031131,0.333333333,1,0.333333333,0.5
184,How many acres of green expanse is FLAME University spread over?,Flame University,['Flame University'],FLAME University is spread over 70 acres of green expanse [1].,"Spread over 70 acres of green expanse, FLAME University stands tall in the heart of Pune.",0.945403047,0.733589756,1,1,1,1
185,What is the first skill-building and development university in the state of Maharastra?,Symbiosis Skills and Professional University,"['Government College of Engineering Aurangabad', 'Symbiosis Skills and Professional University']","The first skill-building and development university in the state of Maharashtra is Symbiosis Skills and Professional University (SSPU). Established by the Symbiosis Open Education Society, SSPU was created to focus on skill development and industry readiness. The university was officially enacted through a legislation bill passed on May 3, 2017, making it the pioneering institution of its kind in the state. SSPU offers a range of diplomas, degrees, and certificates in various fields such as Automobile, Construction, Mechatronics, Software Engineering, Computer Science, IT, Beauty and Wellness, Data Science, Retail, Logistics and Ports, and Architecture. The main objective of this university is to create industry-ready youth who can work efficiently and effectively in an organization. Furthermore, SSPU has built strong ties with many leading organizations for joint-curricula development, including industry partners like Shopper Stop, Daikin, LSC, and Enrich [1].

The university's focus on skill development aligns with the broader educational goals of preparing students for the workforce by providing them with practical, industry-relevant training. This approach not only enhances employability but also ensures that graduates are well-equipped to meet the demands of the modern job market. The collaboration with industry partners further strengthens the curriculum, ensuring that it remains relevant and up-to-date with the latest industry standards and practices.

While widely known, the establishment of SSPU marked a significant milestone in Maharashtra's educational landscape, setting a precedent for other institutions to follow in the realm of skill-based education. The university's success can be attributed to its innovative approach to education, which emphasizes hands-on learning and real-world application. This model has proven to be effective in producing graduates who are not only academically proficient but also possess the practical skills necessary to excel in their chosen fields.

Would you like to know more about the specific programs offered by SSPU or the impact of skill-based education on the job market?","[1] Established by the Symbiosis Open Education Society, Symbiosis Skills and Professional University is the first skill-building and development university in the state of Maharastra.",0.984674527,0.339802395,0.5,1,0.5,0.666666667
186,Who was the second principal of Ferguson College?,Fergusson College,['Fergusson College'],"The second principal of Fergusson College was **Gopal Ganesh Agarkar**. He served in this role from August 1892 until his death in June 1895. Agarkar was a notable social reformer, journalist, thinker, and educationist, contributing significantly to the educational landscape of India [1].","[7] Social reformer, journalist, thinker and educationist Gopal Ganesh Agarkar served as the second principal from August 1892, till his death in June 1895.",0.918537962,0.831570348,1,1,1,1
187,In what year was the Deccan Education Society formed?,Fergusson College,['Fergusson College'],"The Deccan Education Society was formed in 1884 [1]. This society was established by prominent Indian nationalists, including Bal Gangadhar Tilak, Vishnushastri Chiplunkar, and Gopal Ganesh Agarkar, with the aim of advancing the education system in India following the suppression of the Indian Rebellion of 1857 [1]. The society's efforts led to the creation of the New English School and, subsequently, the establishment of Fergusson College in 1885 [1].

The Deccan Education Society played a crucial role in the educational reform movement in India, focusing on providing modern education to the Indian public. The society's initiatives were inspired by the success of the New English School, which was founded to promote the general advancement of the Indian public [1].

Would you like to know more about the Deccan Education Society, such as its founding members or its impact on Indian education?","Inspired by the school's success, the Deccan Education Society was formed in 1884; a year later the Fergusson College was established.",0.912671024,0.413508597,1,1,1,1
188,When was the Deccan Education Society formed?,Fergusson College,['Fergusson College'],"The Deccan Education Society was formed in 1884. This society was inspired by the success of the New English School, which was established by prominent Indian nationalists such as Bal Gangadhar Tilak, Vishnushastri Chiplunkar, and Gopal Ganesh Agarkar. The society played a crucial role in the establishment of Fergusson College the following year [1].","Inspired by the school's success, the Deccan Education Society was formed in 1884; a year later the Fergusson College was established.",0.947963155,0.874001295,1,1,1,1
189,Who was the first principal of Ferguson College?,Fergusson College,['Fergusson College'],"The first principal of Fergusson College was Professor Vaman Shivram Apte. He played a crucial role in the establishment and early development of the college, which was founded in 1885 by a group of prominent Indian nationalists and educators, including Bal Gangadhar Tilak, Vishnushashtri Chiplunkar, Mahadeo Ballal Namjoshi, and Gopal Ganesh Agarkar. The college was named after Sir James Fergusson, the then Governor of Bombay, and was inaugurated by William Wordsworth, a namesake grandson of the British poet and principal of Elphinstone College in Bombay. The British colonial government allowed the college to remain autonomous, giving it a free hand in education[1][6][7][16].

The college has a rich history of contributing to the cause of education in India. Mahatma Gandhi, in a message to then Principal Dr. Mahajani, wrote, ""Who will fail to be enthused over the noble record of the service rendered by the D. E. Society and the Fergusson College to the cause of education?""[17]. The college has two sections: the Junior Wing, which offers courses in Arts and Science streams for students graduating from school, and the Senior Wing, which offers bachelor's degrees in 29 disciplines and master's degrees in 16 disciplines[2].

In May 2018, Fergusson College was upgraded to a unitary university following an update from the Ministry of HRD[2]. The college's history is marked by a commitment to self-help, self-reliance, and constructive national effort, as noted by Sir C.V. Raman during the celebrations marking 50 years of the college's founding[16].

Would you like to know more about the history of Fergusson College or its contributions to education in India?",[6] Professor Vaman Shivram Apte was its first principal.,0.922820095,0.296736133,1,1,1,1
190,When will students be notified if they are selected for a scholarship?,Scholarships,"['Admissions', 'ARM_EnrollmentVerification_Apr2014', 'Scholarships', 'Presenters for the 2025 MCSS Cyber Systems Symposium']","The provided sources contain information about scholarship notifications. Students who are selected for merit-based scholarships will be notified via email and through an update on their status page by mid-March [1]. It is important to note that the university does not send notifications to students who are not selected for scholarships. If a student does not receive any communication regarding scholarships by mid-March, it means that a scholarship was not offered to them [1].

The scholarship review process is holistic and considers various factors such as grades, standardized test scores, extracurricular involvement, leadership, community service, and the personal essay [1]. Approximately 10 percent of admitted freshmen are awarded merit scholarships each year, making the selection process highly competitive [1].

If you are awaiting scholarship notification and have not received any communication by mid-March, it is advisable to prepare for alternative funding options. You may also consider reaching out to the admissions office for clarification or to inquire about other financial aid opportunities.","If selected for one of our merit-based scholarships, students will be notified via email and status page update by mid-March.",0.936541007,0.445535809,0.25,1,0.333333333,0.4
191,How many academic departments does the university house?,Pimpri Chinchwad College of Engineering,"['University of Oxford', 'University of Hamburg', 'Pimpri Chinchwad College of Engineering', 'Departments']","The provided sources do not contain any information about the number of academic departments in a single university. However, the sources do provide information about the number of academic departments in different universities.

The Pimpri Chinchwad College of Engineering is affiliated to Savitribai Phule Pune University, which houses 46 academic departments [4]. The University of Oxford comprises 43 constituent colleges, consisting of 36 semi-autonomous colleges, four permanent private halls, and three societies [19][20]. IIT Madras has 18 academic departments across various disciplines, including engineering, sciences, humanities, and management [3]. The University of Hamburg offers 149 different majors through six faculties [6].

If you are looking for information about a specific university, please provide the name of the university, and I will do my best to provide you with the relevant information.",[4] The university houses 46 academic departments.,0,0.292596443,0.25,1,0.333333333,0.4
192,When was the Pimpri Chinchwad College of Engineering established?,Pimpri Chinchwad College of Engineering,"['Pimpri Chinchwad College of Engineering', 'Indian Engineering Colleges are preparing the Engineers of the Future on 3DEXPERIENCE', 'From Pune to LA - Team Maverick India Soars at SAE Aero West', 'COEP Technological University', 'Team Maverick India', 'Aryan_Resume.pdf']","The Pimpri Chinchwad College of Engineering (PCCOE) was established in the year 1999 [1]. It is an autonomous engineering college located in the city of Pune, India. The college is affiliated with Savitribai Phule Pune University (SPPU), formerly known as the University of Pune [1]. PCCOE offers a range of undergraduate and postgraduate programs in various engineering disciplines, including Computer Engineering, Mechanical Engineering, and Electronics and Telecommunication Engineering [1]. The college has received several accolades and accreditations, including NBA accreditation for multiple engineering programs and NAAC accreditation with an 'A' grade [1]. Additionally, PCCOE has been recognized under the 2(f) and 12(B) UGC scheme and has Ph.D. research centers in several engineering fields [1]. The college is also known for its Product Innovation Lab, where students and faculty work on multidisciplinary projects using the 3DEXPERIENCE platform [2].","Pimpri Chinchwad College of Engineering (PCCOE)[1][2] is an autonomous engineering college in the city of Pune, India, established in the year 1999.",0.887006581,0.478346123,0.166666667,1,1,0.285714286
193,"What is the name of the autonomous engineering college in the city of Pune, India?",Pimpri Chinchwad College of Engineering,"['Indian Engineering Colleges are preparing the Engineers of the Future on 3DEXPERIENCE', 'Dhole Patil College of Engineering', 'Vishwakarma Institute of Information Technology (VIIT)', 'Sinhgad College of Engineering', 'From Pune to LA - Team Maverick India Soars at SAE Aero West', 'COEP Technological University', 'Fergusson College', 'Government College of Engineering Aurangabad', 'Pimpri Chinchwad College of Engineering']","The provided sources mention several autonomous engineering colleges in Pune, India. The autonomous engineering colleges in Pune include:

- **Pimpri Chinchwad College of Engineering (PCCOE)**: Established in 1999, PCCOE is an autonomous engineering college affiliated with Savitribai Phule Pune University. It is known for its diverse academic programs and strong industry collaborations [2][4][8].

- **Vishwakarma Institute of Information Technology (VIIT)**: Established in 2002, VIIT is an autonomous institute of engineering affiliated with Savitribai Phule Pune University. It was granted autonomous status by the University Grants Commission in 2017 [1].

- **Sinhgad College of Engineering (SCOE)**: Located in Vadgaon, Pune, SCOE is an autonomous engineering college affiliated with Savitribai Phule Pune University. It offers a range of undergraduate, postgraduate, and doctoral programs in various engineering disciplines [7].

- **Dhole Patil College of Engineering (DPCOE)**: Established in 2008, DPCOE is an autonomous engineering college affiliated with the University of Pune. It is known for being the first college in Pune to offer undergraduate engineering degrees in Automobile Engineering [5].

- **College of Engineering Pune (COEP) Technological University**: Established in 1854, COEP is a unitary public university of the Government of Maharashtra. It is the third oldest engineering institute in India and was converted into an independent technological university in 2022 [3].

These colleges are recognized for their academic excellence, research focus, and industry collaborations. If you are looking for a specific autonomous engineering college in Pune, you might want to consider the unique features and programs offered by each of these institutions.","Pimpri Chinchwad College of Engineering (PCCOE)[1][2] is an autonomous engineering college in the city of Pune, India, established in the year 1999.",0.971270551,0.337708279,0.111111111,1,0.111111111,0.2
194,When was the first Indo-German agreement signed?,IIT Madras,['IIT Madras'],"The first Indo-German agreement was signed in 1959. This agreement, which took place in Bonn, West Germany, was crucial for the establishment of the Indian Institute of Technology at Madras [1]. The German Government's offer of technical assistance in 1956 laid the groundwork for this significant collaboration, which has since contributed to the development of one of India's premier engineering institutions [1].","The first Indo-German agreement in Bonn, West Germany for the establishment of the Indian Institute of Technology at Madras was signed in 1959.",0.968845475,0.803218431,1,1,1,1
195,How many Institutes of Technology are there in the IIT system?,IIT Madras,"['IIT Guwahati', 'Departments', 'Army Institute of Technology', 'IIT Madras', 'About Us']","The IIT system comprises sixteen Institutes of Technology. The first of these to be established were at Kharagpur (established in 1951), Mumbai (established in 1958), Chennai (established in 1959), Kanpur (established in 1959), Delhi (established in 1961), Guwahati (established in 1994), and Roorkee (established in 1847, joined IITs in 2001) [1]. The IIT system has expanded significantly over the years, reflecting its growing importance and influence in the field of technical education and research in India.

The Institutes of Technology are renowned for their excellence in technical education, basic and applied research, innovation, entrepreneurship, and industrial consultancy. Each institute within the IIT system has contributed to the pre-eminent status of the IITs, with a faculty of international repute, a highly motivated and brilliant student community, and excellent technical and supporting staff [1].

The establishment of these institutes has been a collaborative effort, with significant contributions from various governments and international partners. For instance, the German Government offered technical assistance for establishing an institute of higher education in engineering in India, leading to the signing of the first Indo-German agreement in Bonn, West Germany, for the establishment of the Indian Institute of Technology at Madras in 1959 [1].

The IIT system continues to evolve, with each institute playing a crucial role in shaping the future of technical education and research in India. The Institutes of Technology are not only centers of academic excellence but also hubs of innovation and entrepreneurship, contributing significantly to the development of the nation.

Would you like to know more about the specific contributions or unique features of any of these Institutes of Technology?",The IIT system has sixteen Institutes of Technology ÛÒ the first of these to be instituted were at Kharagpur (estb.,0.928679611,0.325938091,0.2,1,0.25,0.333333333
196,In what year was the first Indo-German agreement signed for the establishment of the Indian Institute of Technology?,IIT Madras,"['C._V._Raman.pdf', 'IIT Madras']","The first Indo-German agreement for the establishment of the Indian Institute of Technology at Madras was signed in 1959 [1]. This agreement was a significant step in the establishment of IIT Madras, which has since become one of the premier engineering institutions in India. The institute was formally inaugurated in the same year, marking the beginning of its journey towards excellence in technical education and research. The collaboration with the German Government played a crucial role in setting up the infrastructure and academic standards of the institute.","The first Indo-German agreement in Bonn, West Germany for the establishment of the Indian Institute of Technology at Madras was signed in 1959.",0.965321119,0.532789736,0.5,1,0.5,0.666666667
197,How many members does the Governing Body consist of?,Army Institute of Technology,"['University of Pennsylvania', 'Nalanda University', 'Army Institute of Technology']","The provided sources do not contain any information about the number of members in the Governing Body. However, based on general knowledge, the composition of a governing body can vary significantly depending on the institution and its governance structure. Typically, a governing body might include representatives from various stakeholders such as faculty, students, alumni, and external members.

For instance, the Army Institute of Technology (AIT) has a twelve-member Governing Body, which includes nominees from AICTE, the University of Pune, and the Government of Maharashtra [1]. Similarly, Nalanda University's governing board comprises the chancellor, vice-chancellor, representatives from member countries, government representatives, and renowned academicians [2].

To determine the exact number of members in a specific governing body, it is essential to refer to the institution's official governance documents or website. If you have a particular institution in mind, I can provide more tailored information based on general knowledge or direct you to where you might find this information.","This is followed by a twelve-member Governing Body, which includes nominees from AICTE, the University of Pune and the Government of Maharashtra, and a ten-member Local Managing Committee, which includes representatives from each of the teaching faculties.",0.868104358,0.596824433,0.333333333,1,0.333333333,0.5
198,What university is SCOE affiliated with?,Sinhgad College of Engineering,"['COEP Technological University', 'Government College of Engineering Aurangabad', 'Sinhgad College of Engineering', 'Pune Institute of Computer Technology']","The provided sources contain information about Sinhgad College of Engineering (SCOE). SCOE is a private engineering college located in Vadgaon, Pune, and it is affiliated with Savitribai Phule Pune University [1]. The college offers undergraduate, postgraduate, and doctoral programs in various engineering disciplines and is known for its academic excellence, commitment to quality education, and focus on research [1].

The provided sources do not contain any information about the affiliation of other colleges or universities. If you have any other questions or need further information, feel free to ask.","""Sinhgad College of Engineering (SCOE) is a private engineering college located in Vadgaon, Pune, affiliated with Savitribai Phule Pune University.",0.855273295,0.543191924,0.25,1,0.333333333,0.4
199,Where is PICT ranked among private Engineering Institutions in India?,Pune Institute of Computer Technology,"['Pune Institute of Computer Technology', 'Pimpri Chinchwad College of Engineering', 'Team Maverick India Journey 2022-2023', 'MIT university']","The provided sources do not contain any information about the current ranking of PICT among private Engineering Institutions in India. However, it is known that PICT was ranked 8th among private Engineering Institutions in India as per the EDU-RAND ranking of 2015 [1].","PICT is ranked 8th among private Engineering Institutions in India, 1st among all private Engineering Institutions in Maharashtra, and 4th among all Engineering Institutions, including IITs, NITs, and Govt.",0,0.536371399,0.25,1,1,0.4
200,Where is PICT ranked among private engineering institutions in India?,Pune Institute of Computer Technology,"['Pune Institute of Computer Technology', 'Pimpri Chinchwad College of Engineering', 'MIT university']","The Pune Institute of Computer Technology (PICT) is ranked 8th among private engineering institutions in India [1]. This ranking reflects PICT's standing in the competitive landscape of higher education, particularly within the private sector. The institute's consistent focus on academic excellence, research, and industry readiness has contributed to its high ranking. PICT's commitment to fostering a culture of innovation and leadership among its students further solidifies its position as a leading institution in the field of technology and engineering.","PICT is ranked 8th among private Engineering Institutions in India, 1st among all private Engineering Institutions in Maharashtra, and 4th among all Engineering Institutions, including IITs, NITs, and Govt.",0.956266454,0.368827575,0.333333333,1,1,0.5
201,What is the name of Marathwada Mitra Mandal's College of Commerce?,Marathwada Mitra Mandal College of Commerce,"['Marathwada Mitra Mandal College of Commerce', 'Government College of Engineering Aurangabad']","Marathwada Mitra Mandal's College of Commerce is popularly known as **MMCC**[1]. It is a leading college located in Deccan Gymkhana, Pune. The college offers a range of undergraduate and postgraduate programs, including B.Com, BBA, BBA IB, B.Sc Computer Science, M.Com, and M.A in Journalism and Mass Communication[2][3]. The college is affiliated with the Savitribai Phule Pune University and has received several awards and recognitions, including the ""Best College"" award by the university in 2009[4]. The campus also houses other institutes, such as the Institute of Management, Education, Research and Training, and the Shankarrao Chavan Law College[5]. The college has been accredited by the National Assessment and Accreditation Council (NAAC) with an 'A' grade[6].","""Marathwada Mitra Mandal's College of Commerce popularly known as MMCC is a college in Deccan Gymkhana[1] Pune.",0.948644639,0.383672771,0.5,1,1,0.666666667
202,Who founded the Anemia Free Campus initiative in 2024?,Marathwada Mitra Mandal College of Commerce,"['Marathwada Mitra Mandal College of Commerce', 'March 13-14, 2024 3DEXPERIENCE User Conference']","The provided sources do not contain any information about the founder of the Anemia Free Campus initiative. However, the initiative was launched by the Marathwada Mitra Mandal College of Commerce (MMCC) in 2024 in association with an NGO [1]. The college is known for its recognition and initiatives, having secured 4th place in a Top 5 colleges survey conducted by India Today and being accredited by the National Assessment and Accreditation Council (NAAC) with an 'A' grade [1].

While the specific founder of the initiative is not detailed in the sources, it is clear that MMCC played a significant role in its inception. If you are looking for more detailed information about the initiative or its founders, you might need to refer to additional sources or contact the college directly. Would you like to know more about the Anemia Free Campus initiative or other initiatives by MMCC?",MMCC initiated Anemia Free Campus initiative in 2024 in association with an NGO.,0,0.527304463,0.5,1,1,0.666666667
203,When was Harvard founded?,Harvard University,['Harvard University'],"Harvard University was founded in 1636 by a vote of the Great and General Court of the Massachusetts Bay Colony. The institution was established to train Puritan ministers and offered a classical curriculum based on the English university model, particularly the University of Cambridge. The college was named after its first benefactor, John Harvard, a Puritan clergyman who bequeathed his library and financial resources to the emerging institution. The original purpose of Harvard was to advance learning and perpetuate it to posterity, ensuring that the ministry would remain educated and literate. The university's early years were marked by its strong affiliation with Puritanism, although it never formally affiliated with any particular Protestant denomination. The earliest known official seal of Harvard University, commonly referred to as the Seal of 1650 or the In Christi Gloriam seal, features a square shield bearing three open books arranged around a central chevron, symbolizing the pursuit of learning under divine guidance. The motto IN CHRISTI GLORIAM (""To the glory of Christ"") appears prominently on the seal, which is encircled by the Latin inscription SIGILL COL HARVARD CANTAB NOV ANGL 1650, meaning ""Seal of Harvard College, Cambridge, New England, 1650"" [1].","Founded in 1636 and named for its first benefactor, the Puritan clergyman John Harvard, it is the oldest institution of higher learning in the United States.",0.908718225,0.402732575,1,1,1,1
204,Who founded the Association of American Universities?,Harvard University,"['University of Michigan', 'California Institute of Technology', 'Harvard University']","The Association of American Universities (AAU) was co-founded by Harvard University in 1900. The AAU is a nonprofit organization of public and private research universities in the United States and Canada. It aims to advance the international standing of American research universities and promote strong public policy for research. The founding members included some of the most prestigious institutions in the United States, which were recognized for their commitment to research and scholarship [1].

The University of Michigan is also mentioned as one of the earliest American research universities and is a founding member of the Association of American Universities [3]. However, the provided sources do not specify who the other founders were, only that Harvard was one of them.

The AAU has since grown to include 65 universities, with the most recent members joining in 2023. The organization plays a crucial role in advocating for policies that support research and education, and it provides a platform for member institutions to collaborate and share best practices. The AAU's work is essential for maintaining the United States' position as a global leader in research and innovation.

Would you like to know more about the Association of American Universities, such as its current members or its role in promoting research and education?","In 1900, Harvard co-founded the Association of American Universities.",0.888091825,0.310094778,0.333333333,1,0.333333333,0.5
